profile_id,steering_condition,model_key,n_essays,n_words_concat,cell,target_O,target_N,target_emo_sad,target_focusfuture,target_mental,target_certitude,target_fatigue,target_Affect,target_adverb,target_swear,obs_emo_sad,obs_focusfuture,obs_mental,obs_certitude,obs_fatigue,obs_Affect,obs_adverb,obs_swear,raw_mae,standardized_mae,scored
syn_0039,persona_only,gpt-4o-mini,6,1172,nan,34.0,96.0,0.38,1.13,0.1,0.78,0.06,4.547290345072227,6.57,0.21,0.08,0.59,0.0,1.44,0.08,7.38,7.55,0.0,0.7053387068659716,1.2928548701729583,True
syn_0039,persona_only,qwen3-32b,6,1323,nan,34.0,96.0,0.38,1.13,0.1,0.78,0.06,4.547290345072227,6.57,0.21,0.22,0.37,0.0,0.97,0.15,5.01,7.11,0.07,0.3053387068659716,0.8844470288244969,True
syn_0040,lex_fewshot,deepseek-v3,6,1123,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.18,1.07,0.0,0.98,0.18,5.44,10.43,0.45,0.6067852024731322,1.122662096708535,True
syn_0040,lex_fewshot,gpt-4o-mini,6,1134,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.0,1.5,0.0,0.97,0.0,6.07,8.36,0.0,0.2505352024731322,0.4775462370042307,True
syn_0040,lex_fewshot,qwen3-32b,6,2023,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.54,2.06,0.0,0.69,0.2,4.27,8.06,0.0,0.5555352024731325,1.5497562906017424,True
syn_0040,liwc_only,deepseek-v3,6,1099,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.09,1.26,0.0,1.35,0.36,3.25,8.57,0.36,0.6705352024731324,1.4472284131138995,True
syn_0040,liwc_only,gpt-4o-mini,6,1112,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.0,1.62,0.0,0.9,0.0,5.75,7.9,0.0,0.23928520247313237,0.4690934919223316,True
syn_0040,liwc_only,qwen3-32b,6,1271,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.16,1.47,0.08,0.47,0.16,4.11,6.59,0.0,0.4680352024731323,0.9888669668117613,True
syn_0040,persona_liwc,deepseek-v3,6,1213,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.16,2.69,0.0,1.55,0.24,6.6,8.31,0.65,0.5269647975268678,1.5361238737585072,True
syn_0040,persona_liwc,gpt-4o-mini,6,1166,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.09,1.2,0.0,0.94,0.0,6.59,7.11,0.0,0.15821479752686765,0.30528967985464606,True
syn_0040,persona_liwc,qwen3-32b,6,1031,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.1,1.44,0.0,0.67,0.0,3.84,7.97,0.0,0.4430352024731323,0.48503075949189267,True
syn_0040,persona_only,deepseek-v3,6,1239,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.24,1.2,0.0,0.88,0.16,4.81,6.81,0.0,0.34803520247313235,0.9177219441777462,True
syn_0040,persona_only,gpt-4o-mini,6,1206,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.0,0.25,0.0,0.66,0.0,7.52,6.28,0.0,0.4932147975268676,0.8300544860932196,True
syn_0040,persona_only,qwen3-32b,6,1259,nan,24.0,80.0,0.09,1.38,0.0,0.74,0.0,6.184281619785058,7.25,0.34,0.47,0.71,0.08,0.63,0.08,6.2,7.61,0.16,0.23446479752686775,0.9941190093542234,True
syn_0041,lex_fewshot,deepseek-v3,6,831,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.24,0.84,0.0,0.72,1.32,3.6,8.99,0.0,0.6642191052928312,3.3011613590715045,True
syn_0041,lex_fewshot,gpt-4o-mini,6,1154,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.17,0.52,0.17,0.61,0.61,5.7,7.61,0.0,0.47828089470716884,1.8039602108071484,True
syn_0041,lex_fewshot,qwen3-32b,6,940,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.11,1.05,0.0,0.53,0.63,2.73,7.47,0.11,0.49921910529283126,1.652006070357709,True
syn_0041,liwc_only,deepseek-v3,6,1143,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.17,1.12,0.0,1.12,1.04,3.37,9.17,0.09,0.7329691052928313,2.8307753155943227,True
syn_0041,liwc_only,gpt-4o-mini,6,1145,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.0,1.04,0.0,0.7,0.61,4.96,7.91,0.0,0.34203089470716874,1.370014592226503,True
syn_0041,liwc_only,qwen3-32b,6,1066,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.0,0.65,0.0,0.84,0.65,3.25,9.56,0.0,0.7042191052928314,1.8065052629879674,True
syn_0041,persona_liwc,deepseek-v3,6,974,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.1,1.43,0.0,1.33,1.53,3.48,8.49,0.0,0.7629691052928314,3.9062885491635146,True
syn_0041,persona_liwc,gpt-4o-mini,6,1144,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.0,0.35,0.0,0.78,0.0,6.52,6.34,0.0,0.35078089470716867,0.6642134836197675,True
syn_0041,persona_liwc,qwen3-32b,6,1477,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.27,1.08,0.0,0.54,1.35,4.94,8.6,0.07,0.5682808947071688,3.357999576040318,True
syn_0041,persona_only,deepseek-v3,6,1200,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.08,0.74,0.0,1.16,0.33,4.8,5.87,0.08,0.20703089470716868,0.8596779339391458,True
syn_0041,persona_only,gpt-4o-mini,6,1188,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.08,0.67,0.0,0.75,0.08,6.95,6.03,0.0,0.3995308947071687,0.5530133445069697,True
syn_0041,persona_only,qwen3-32b,6,1195,nan,85.0,26.67592729569361,0.0,0.89,0.0,0.7,0.11,4.59375284234265,6.34,0.15,0.0,0.83,0.08,0.75,0.5,5.39,6.39,0.25,0.19078089470716872,1.0329845203414412,True
syn_0042,lex_fewshot,deepseek-v3,6,1152,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.09,1.81,0.0,1.46,0.26,5.16,8.86,2.41,0.969846395202006,2.1776558955435696,True
syn_0042,lex_fewshot,gpt-4o-mini,6,1198,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.5,2.25,0.0,1.66,0.5,5.99,8.82,0.17,0.894846395202006,2.8228198190933433,True
syn_0042,lex_fewshot,qwen3-32b,6,1495,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.27,1.0,0.0,0.87,0.27,7.66,7.06,1.4,0.6223463952020059,1.543079364740372,True
syn_0042,liwc_only,deepseek-v3,6,1168,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.34,2.04,0.0,1.28,0.26,5.44,10.03,1.28,0.9673463952020058,2.0540365094468425,True
syn_0042,liwc_only,gpt-4o-mini,6,1204,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.33,2.07,0.0,1.49,0.41,6.56,8.3,0.17,0.8048463952020058,2.3101535350202917,True
syn_0042,liwc_only,qwen3-32b,6,1424,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.49,1.74,0.0,0.9,0.35,7.92,10.56,1.6,1.1710963952020061,2.485294306926928,True
syn_0042,persona_liwc,deepseek-v3,6,1231,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.08,1.78,0.08,1.69,0.24,5.25,8.47,1.29,0.7835963952020061,1.6965645277387535,True
syn_0042,persona_liwc,gpt-4o-mini,6,1151,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.0,1.55,0.0,1.38,0.0,6.98,7.93,0.0,0.7035963952020059,1.4002896914553,True
syn_0042,persona_liwc,qwen3-32b,6,1799,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.17,1.71,0.06,1.05,0.11,5.25,9.18,1.38,0.7798463952020059,1.2898009909085804,True
syn_0042,persona_only,deepseek-v3,6,1171,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.08,0.68,0.0,1.1,0.25,5.42,7.62,0.0,0.6598463952020059,1.6374935757385296,True
syn_0042,persona_only,gpt-4o-mini,6,1175,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.0,0.42,0.0,1.02,0.0,5.95,6.2,0.0,0.427346395202006,1.2091072810913528,True
syn_0042,persona_only,qwen3-32b,6,1412,nan,41.0,3.0,0.13,1.32,0.22,0.52,0.04,6.07,5.5112288383839525,0.82,0.0,0.7,0.0,0.77,0.14,5.19,6.73,0.07,0.521096395202006,1.2702628139388932,True
syn_0043,lex_fewshot,deepseek-v3,6,1108,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,0.27,0.9,0.0,0.99,0.27,5.92,8.71,1.97,0.6325000000000001,1.4998171076828295,True
syn_0043,lex_fewshot,gpt-4o-mini,6,1135,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,1.14,1.14,0.0,1.06,0.09,6.6,9.5,0.35,0.7787499999999998,1.855139472618916,True
syn_0043,lex_fewshot,qwen3-32b,6,743,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,0.94,0.94,0.0,0.13,0.27,7.76,7.76,2.54,0.9962499999999999,2.8052239318897376,True
syn_0043,liwc_only,deepseek-v3,6,1069,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,1.02,1.11,0.09,1.58,0.28,8.43,9.08,1.76,1.1624999999999999,2.8393666701091185,True
syn_0043,liwc_only,gpt-4o-mini,6,1176,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,1.02,1.53,0.0,1.27,0.25,6.45,9.33,0.17,0.84125,2.284686060990789,True
syn_0043,liwc_only,qwen3-32b,6,1000,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,0.7,1.29,0.0,0.6,0.4,8.26,7.76,1.99,0.9612499999999999,2.595612185557023,True
syn_0043,persona_liwc,deepseek-v3,6,1176,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,1.1,0.59,0.17,1.26,0.34,7.25,7.67,1.18,0.7587499999999998,2.5219567911746186,True
syn_0043,persona_liwc,gpt-4o-mini,6,1167,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,0.68,0.85,0.0,1.19,0.0,7.25,7.33,0.09,0.5425,1.1245660374988005,True
syn_0043,persona_liwc,qwen3-32b,6,1336,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,0.97,1.26,0.15,0.37,0.0,7.88,7.73,1.12,0.82375,1.8852170895499665,True
syn_0043,persona_only,deepseek-v3,6,1182,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,0.42,0.92,0.0,0.5,0.25,6.84,6.43,0.17,0.38749999999999984,1.1787758952019827,True
syn_0043,persona_only,gpt-4o-mini,6,1177,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,0.0,0.51,0.0,0.76,0.0,7.43,7.09,0.0,0.5549999999999999,1.0180705603530682,True
syn_0043,persona_only,qwen3-32b,6,1321,nan,53.0,72.0,0.25,0.87,0.04,0.93,0.02,5.44,5.99,0.51,0.22,0.6,0.0,0.6,0.07,6.13,7.62,0.15,0.42499999999999993,0.7418807896536714,True
syn_0044,lex_fewshot,deepseek-v3,6,1000,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.3,2.97,0.0,2.78,1.59,8.13,8.03,2.48,1.4352615342298125,5.545866074038672,True
syn_0044,lex_fewshot,gpt-4o-mini,6,1175,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.42,2.8,0.17,1.87,0.76,5.44,9.52,0.17,0.8965115342298124,2.9663330967321757,True
syn_0044,lex_fewshot,qwen3-32b,6,731,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.14,1.49,0.0,0.54,0.68,8.27,6.23,1.76,0.7465115342298125,2.2351181479420266,True
syn_0044,liwc_only,deepseek-v3,6,1121,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.45,2.05,0.0,2.14,1.34,8.47,9.0,2.23,1.3602615342298123,4.730081309748028,True
syn_0044,liwc_only,gpt-4o-mini,6,1152,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.52,2.94,0.0,1.64,0.69,5.97,7.96,0.35,0.7365115342298125,2.6967021971262146,True
syn_0044,liwc_only,qwen3-32b,6,1388,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.07,1.23,0.0,1.37,1.52,8.53,8.6,2.1,1.0977615342298126,4.198104722086399,True
syn_0044,persona_liwc,deepseek-v3,6,1151,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.52,1.55,0.0,1.9,1.3,8.38,8.46,1.73,1.1302615342298126,4.234692537115411,True
syn_0044,persona_liwc,gpt-4o-mini,6,1175,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.51,2.04,0.0,1.44,0.34,8.14,9.16,0.17,0.9977615342298126,2.0108970173308953,True
syn_0044,persona_liwc,qwen3-32b,6,1604,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.12,1.81,0.0,1.56,1.06,7.67,8.73,1.68,0.9790115342298126,3.1799717256969835,True
syn_0044,persona_only,deepseek-v3,6,1191,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.08,1.0,0.25,0.5,0.33,6.43,5.35,0.0,0.5502615342298126,1.3349985840377978,True
syn_0044,persona_only,gpt-4o-mini,6,1176,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.08,0.59,0.0,0.93,0.0,9.08,6.54,0.0,0.7397384657701875,1.3231722252534084,True
syn_0044,persona_only,qwen3-32b,6,1189,nan,5.442472208574458,85.0,0.11,1.27,0.08,1.16,0.1479077261614998,5.09,6.44,0.66,0.41,1.49,0.17,0.91,0.5,6.21,6.87,0.08,0.4177615342298125,1.6650778631182717,True
syn_0045,lex_fewshot,deepseek-v3,6,1138,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.35,2.18,0.0,1.92,1.48,5.41,11.34,0.09,1.0672076105725254,4.591085120899244,True
syn_0045,lex_fewshot,gpt-4o-mini,6,1141,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.0,1.67,0.0,1.93,0.53,6.66,7.98,0.0,0.6097076105725254,1.9965289633997807,True
syn_0045,lex_fewshot,qwen3-32b,6,1187,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.17,0.83,0.0,0.33,0.83,4.34,7.1,0.08,0.34845761057252533,2.2167648479911293,True
syn_0045,liwc_only,deepseek-v3,6,1109,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.0,3.14,0.0,2.78,1.61,4.39,13.54,0.09,1.5072076105725252,5.442901865391576,True
syn_0045,liwc_only,gpt-4o-mini,6,1165,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.09,2.31,0.0,1.89,0.69,7.03,8.48,0.0,0.8047076105725255,2.5263134395261173,True
syn_0045,liwc_only,qwen3-32b,6,1424,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.28,0.91,0.0,1.12,1.54,5.31,8.1,0.0,0.4684576105725253,3.808296982166018,True
syn_0045,persona_liwc,deepseek-v3,6,980,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.3,1.71,0.0,2.01,1.1,5.82,10.04,0.1,0.8534576105725253,3.511593136706815,True
syn_0045,persona_liwc,gpt-4o-mini,6,1181,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.0,1.43,0.17,1.6,0.25,7.32,6.9,0.0,0.6052923894274747,1.2507830460041514,True
syn_0045,persona_liwc,qwen3-32b,6,1169,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.25,0.76,0.08,1.02,0.93,5.76,9.41,0.08,0.5947076105725253,2.5976244616146453,True
syn_0045,persona_only,deepseek-v3,6,1259,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.24,1.02,0.0,0.55,0.55,6.2,6.99,0.0,0.4422076105725253,1.7225827606593045,True
syn_0045,persona_only,gpt-4o-mini,6,1138,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.0,1.05,0.0,1.05,0.17,6.64,6.38,0.0,0.5022076105725253,0.8994540383175831,True
syn_0045,persona_only,qwen3-32b,6,1190,nan,85.0,70.0,0.08,1.18,0.1276608845802025,0.84,0.07,4.68,7.56,0.23,0.17,0.83,0.17,0.66,0.17,6.21,6.96,0.41,0.3840423894274747,0.7879860135671443,True
syn_0046,lex_fewshot,deepseek-v3,6,1120,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.44,1.24,0.0,0.62,0.09,7.64,6.84,3.11,1.025,2.090427542046964,True
syn_0046,lex_fewshot,gpt-4o-mini,6,1133,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.7,2.55,0.0,0.97,0.18,6.07,8.36,0.44,0.9437499999999999,2.150504458329345,True
syn_0046,lex_fewshot,qwen3-32b,6,1700,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.65,1.54,0.0,0.35,0.18,7.51,7.45,1.48,0.96,2.074373157783618,True
syn_0046,liwc_only,deepseek-v3,6,1073,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.37,1.4,0.0,0.74,0.0,5.31,7.17,1.68,0.56375,1.0685356177771723,True
syn_0046,liwc_only,gpt-4o-mini,6,1154,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.26,1.9,0.0,1.12,0.26,5.96,8.46,0.09,0.8787500000000001,1.8160858386408751,True
syn_0046,liwc_only,qwen3-32b,6,1065,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.19,0.65,0.0,0.65,0.28,7.7,8.35,1.39,1.0687499999999999,1.909587448488169,True
syn_0046,persona_liwc,deepseek-v3,6,1105,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.27,1.45,0.0,0.91,0.09,6.36,7.9,1.73,0.81875,1.4217688837268816,True
syn_0046,persona_liwc,gpt-4o-mini,6,1171,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.34,1.53,0.0,0.76,0.0,7.97,8.98,0.08,1.0824999999999998,1.3713062402390992,True
syn_0046,persona_liwc,qwen3-32b,6,1039,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.19,1.63,0.0,0.96,0.29,6.51,8.24,1.44,0.8875,1.7714332364073406,True
syn_0046,persona_only,deepseek-v3,6,1179,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.17,1.51,0.0,0.67,0.5,6.39,7.49,0.0,0.74125,1.9321374346656952,True
syn_0046,persona_only,gpt-4o-mini,6,1206,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.0,0.83,0.0,0.5,0.08,8.18,6.77,0.0,0.8999999999999999,1.3853070171638404,True
syn_0046,persona_only,qwen3-32b,6,1234,nan,15.0,98.0,0.12,1.36,0.07,0.69,0.0,4.87,4.53,0.66,0.16,1.28,0.0,0.64,0.32,5.3,8.59,0.0,0.71375,1.5453037623410497,True
syn_0047,lex_fewshot,deepseek-v3,6,1156,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.09,1.97,0.0,2.91,0.17,5.65,9.24,0.94,0.8079706942748055,1.8421244289703755,True
syn_0047,lex_fewshot,gpt-4o-mini,6,1143,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.17,2.26,0.0,2.69,0.26,6.43,8.6,0.09,0.6917206942748054,2.0808711793741024,True
syn_0047,lex_fewshot,qwen3-32b,6,922,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.11,1.71,0.0,1.28,0.11,6.51,8.43,1.92,0.4804706942748054,1.2845252396555467,True
syn_0047,liwc_only,deepseek-v3,6,1025,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.19,2.42,0.0,3.0,0.19,6.48,8.8,1.55,0.8079706942748055,2.2628380105236636,True
syn_0047,liwc_only,gpt-4o-mini,6,1151,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.0,1.3,0.17,2.09,0.35,5.56,7.38,0.17,0.41172069427480545,1.394615975405972,True
syn_0047,liwc_only,qwen3-32b,6,1471,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.47,1.76,0.0,1.15,0.2,6.68,8.17,1.62,0.46202930572519446,1.7215800761677718,True
syn_0047,persona_liwc,deepseek-v3,6,1193,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.17,2.0,0.0,2.0,0.17,6.34,8.26,0.67,0.4654706942748055,1.3478000760399809,True
syn_0047,persona_liwc,gpt-4o-mini,6,1160,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.0,1.11,0.0,1.2,0.17,7.28,8.57,0.0,0.41702930572519453,0.9506804032843044,True
syn_0047,persona_liwc,qwen3-32b,6,989,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.2,1.1,0.0,1.1,0.1,6.09,6.89,1.3,0.26422069427480555,0.8963276217583513,True
syn_0047,persona_only,deepseek-v3,6,1221,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.24,1.46,0.0,0.97,0.08,6.42,6.82,0.0,0.2754706942748055,0.9786949933317417,True
syn_0047,persona_only,gpt-4o-mini,6,1216,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.16,0.49,0.0,0.82,0.0,7.81,6.74,0.0,0.4782793057251945,1.2522282260483475,True
syn_0047,persona_only,qwen3-32b,6,1174,nan,11.0,92.0,0.0,1.17,0.35,1.17,0.06,6.593765554198444,7.11,0.64,0.08,0.67,0.0,1.01,0.17,5.14,7.67,0.08,0.47172069427480545,1.1621938014810163,True
syn_0048,lex_fewshot,deepseek-v3,6,1104,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.27,4.21,0.18,1.97,0.0,6.8,6.71,3.31,1.1977412634227558,2.73207255196996,True
syn_0048,lex_fewshot,gpt-4o-mini,6,1166,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.0,1.97,0.0,1.97,0.17,4.96,8.73,0.09,0.625241263422756,1.2786129444759564,True
syn_0048,lex_fewshot,qwen3-32b,6,998,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.2,2.98,0.0,0.89,0.7,5.27,7.06,1.69,0.7127412634227557,2.8000656702589843,True
syn_0048,liwc_only,deepseek-v3,6,1070,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.09,2.99,0.0,3.17,0.19,5.22,8.58,2.05,1.062741263422756,2.4470571514489503,True
syn_0048,liwc_only,gpt-4o-mini,6,1145,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.09,2.62,0.0,1.75,0.0,7.85,7.59,0.09,0.8752412634227559,1.2166757808203714,True
syn_0048,liwc_only,qwen3-32b,6,848,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.23,1.86,0.12,0.82,0.12,5.36,7.46,1.63,0.566491263422756,1.3219122712790132,True
syn_0048,persona_liwc,deepseek-v3,6,1101,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.09,6.13,0.0,2.07,0.36,6.22,8.39,1.35,1.3527412634227558,3.179404590986297,True
syn_0048,persona_liwc,gpt-4o-mini,6,1173,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.0,2.55,0.0,1.27,0.0,7.65,8.33,0.0,0.891491263422756,1.1801197690209637,True
syn_0048,persona_liwc,qwen3-32b,6,1692,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.24,3.44,0.0,1.96,0.71,7.66,8.37,1.43,1.252741263422756,3.4099073977224483,True
syn_0048,persona_only,deepseek-v3,6,1230,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.24,0.56,0.0,0.56,0.48,6.44,7.08,0.0,0.7614912634227559,2.2675096417695566,True
syn_0048,persona_only,gpt-4o-mini,6,1189,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.33,0.84,0.0,1.09,0.0,7.35,6.18,0.0,0.6177412634227558,1.1538784216010312,True
syn_0048,persona_only,qwen3-32b,6,1160,nan,3.0,93.0,0.07,1.67,0.06,1.24,0.02,4.378069892617953,6.0,0.47,0.09,1.36,0.09,0.68,0.09,5.2,7.84,0.09,0.5039912634227558,0.9023439651902323,True
syn_0049,lex_fewshot,deepseek-v3,6,1122,nan,44.0,99.0,0.02,1.13,0.03,0.45,0.04,5.18,5.32,0.78,0.36,0.89,0.0,1.24,0.09,9.33,6.22,4.09,1.22625,2.588227286550093,True
