profile_id,steering_condition,model_key,n_essays,n_words_concat,cell,target_O,target_N,target_emo_sad,target_focusfuture,target_mental,target_certitude,target_fatigue,target_Affect,target_adverb,target_swear,obs_emo_sad,obs_focusfuture,obs_mental,obs_certitude,obs_fatigue,obs_Affect,obs_adverb,obs_swear,raw_mae,standardized_mae,scored
syn_0020,lex_fewshot,deepseek-v3,6,1133,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.09,4.46,0.0,3.58,0.09,4.11,12.76,0.17,1.262284308061166,2.065130312052812,True
syn_0020,lex_fewshot,gpt-4o-mini,6,1152,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.0,2.78,0.0,1.82,0.52,6.07,7.63,0.0,0.4257526899650874,1.880474987664936,True
syn_0020,lex_fewshot,qwen3-32b,6,1025,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.0,2.4,0.0,1.25,0.1,4.23,7.78,0.0,0.5607526899650873,1.0645492193243031,True
syn_0020,liwc_only,deepseek-v3,6,1068,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.19,3.89,0.0,3.61,0.74,3.52,10.1,0.0,1.0510343080611662,3.2221481737982636,True
syn_0020,liwc_only,gpt-4o-mini,6,1172,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.0,2.98,0.0,1.96,0.26,7.33,8.01,0.0,0.4627156919388339,1.37140977627623,True
syn_0020,liwc_only,qwen3-32b,6,1304,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.15,2.61,0.0,1.99,0.31,4.52,9.82,0.0,0.71284720029157,1.7721963179087388,True
syn_0020,persona_liwc,deepseek-v3,6,1184,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.17,4.61,0.0,2.77,0.25,3.69,11.15,0.0,1.0822843080611664,2.1826088188750266,True
syn_0020,persona_liwc,gpt-4o-mini,6,1153,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.0,2.07,0.0,2.16,0.0,6.39,8.46,0.0,0.4198102022653165,1.2860325116029299,True
syn_0020,persona_liwc,qwen3-32b,6,1136,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.09,2.44,0.0,2.01,0.17,4.45,9.15,0.0,0.63659720029157,1.3988609532830987,True
syn_0020,persona_only,deepseek-v3,6,1131,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.26,1.14,0.0,1.05,0.09,5.87,7.97,0.0,0.5157526899650875,1.4124951421332292,True
syn_0020,persona_only,gpt-4o-mini,6,1186,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.0,0.34,0.0,0.59,0.0,7.8,6.46,0.0,1.008965691938834,2.0304347578978126,True
syn_0020,persona_only,qwen3-32b,6,1276,nan,15.0,61.0,0.07,3.582251568921615,0.27,1.2,0.06,6.202147992105014,8.42162195869407,0.26,0.08,0.62,0.0,0.31,0.16,4.11,7.68,0.0,0.9157526899650874,1.9747057500574763,True
syn_0021,lex_fewshot,deepseek-v3,6,1168,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.51,0.93,0.0,1.36,0.0,2.54,9.41,0.0,0.6629863974280213,1.2298065797816506,True
syn_0021,lex_fewshot,gpt-4o-mini,6,1162,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.86,1.28,0.0,0.77,0.09,5.39,8.9,0.0,0.5179863974280212,1.4254161155668519,True
syn_0021,lex_fewshot,qwen3-32b,6,876,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.34,0.23,0.0,0.45,0.0,2.82,8.92,0.0,0.6042363974280214,1.0883367107999136,True
syn_0021,liwc_only,deepseek-v3,6,1001,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.79,0.79,0.0,1.58,0.0,3.26,9.3,0.0,0.6392363974280214,1.5809618682453652,True
syn_0021,liwc_only,gpt-4o-mini,6,1167,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.68,1.37,0.0,0.85,0.09,6.5,8.03,0.0,0.5417363974280212,1.275386975673561,True
syn_0021,liwc_only,qwen3-32b,6,989,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.3,0.5,0.0,0.3,0.0,3.5,9.21,0.0,0.5354863974280214,0.9816248083473299,True
syn_0021,persona_liwc,deepseek-v3,6,1310,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.45,1.51,0.08,1.97,0.45,4.92,9.69,0.0,0.7154863974280212,2.195131503886492,True
syn_0021,persona_liwc,gpt-4o-mini,6,1225,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.65,0.98,0.0,0.73,0.16,7.97,6.43,0.0,0.6942363974280212,1.478452500030897,True
syn_0021,persona_liwc,qwen3-32b,6,1150,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.34,0.78,0.0,0.69,0.17,4.74,7.92,0.0,0.29173639742802127,0.9243671530023015,True
syn_0021,persona_only,deepseek-v3,6,1262,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.24,0.94,0.08,0.71,0.31,6.75,6.27,0.08,0.5217363974280212,1.1912571035908837,True
syn_0021,persona_only,gpt-4o-mini,6,1186,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.08,0.59,0.0,0.59,0.0,6.77,6.44,0.0,0.547986397428021,0.859287669847976,True
syn_0021,persona_only,qwen3-32b,6,1357,nan,80.0,97.0,0.18,1.12,0.2038911794241698,0.79,0.02,4.2,7.14,0.06,0.29,0.95,0.07,0.29,0.44,5.9,6.55,0.29,0.4817363974280212,1.639079920115755,True
syn_0022,lex_fewshot,deepseek-v3,6,1175,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.59,3.57,0.0,1.27,0.08,6.2,11.71,1.95,1.3600000000000003,2.750192591505809,True
syn_0022,lex_fewshot,gpt-4o-mini,6,1158,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.69,3.62,0.17,1.03,0.09,6.46,8.96,0.17,0.8975000000000002,2.069249659617353,True
syn_0022,lex_fewshot,qwen3-32b,6,1024,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.58,2.03,0.0,0.68,0.19,5.22,8.7,1.26,0.66625,1.7315777161241845,True
syn_0022,liwc_only,deepseek-v3,6,1146,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.6,3.28,0.0,2.07,0.17,8.2,11.56,1.55,1.6174999999999997,3.170429095446609,True
syn_0022,liwc_only,gpt-4o-mini,6,1175,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.93,3.06,0.0,1.44,0.08,7.05,8.57,0.17,0.9537500000000001,2.4136718818976073,True
syn_0022,liwc_only,qwen3-32b,6,904,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,1.42,2.07,0.0,0.76,0.0,6.11,8.19,1.42,0.685,2.2867128946141584,True
syn_0022,persona_liwc,deepseek-v3,6,1220,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.73,3.01,0.0,1.46,0.0,6.5,10.08,0.89,1.0225,2.088375324775633,True
syn_0022,persona_liwc,gpt-4o-mini,6,1194,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.58,2.67,0.0,1.33,0.0,8.34,8.42,0.0,1.00125,1.8673505802513248,True
syn_0022,persona_liwc,qwen3-32b,6,1267,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.7,2.8,0.08,0.78,0.39,7.39,8.09,0.93,0.81375,2.4115930392353873,True
syn_0022,persona_only,deepseek-v3,6,1243,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.4,1.12,0.24,0.96,0.24,6.22,6.86,0.08,0.3762500000000001,1.2939745188100416,True
syn_0022,persona_only,gpt-4o-mini,6,1170,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.08,0.68,0.0,1.36,0.0,7.05,5.6,0.0,0.52,1.1912927904160093,True
syn_0022,persona_only,qwen3-32b,6,1202,nan,29.0,70.0,0.22,1.53,0.22,0.61,0.0,5.8,5.97,0.58,0.41,1.06,0.0,0.33,0.0,5.65,6.87,0.08,0.33875,0.8921457405221742,True
syn_0023,lex_fewshot,deepseek-v3,6,1080,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.18,2.03,0.0,1.11,1.48,7.02,8.13,2.4,0.9950000000000001,4.405332690282095,True
syn_0023,lex_fewshot,gpt-4o-mini,6,1155,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.09,1.81,0.0,1.9,0.69,6.04,8.97,0.26,0.78125,2.366218991587728,True
syn_0023,lex_fewshot,qwen3-32b,6,848,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.0,0.7,0.0,0.94,0.94,7.15,7.5,2.46,0.8575,3.131719718917453,True
syn_0023,liwc_only,deepseek-v3,6,1091,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.09,2.01,0.0,1.1,1.37,7.49,9.77,1.83,1.15875,4.074636624443765,True
syn_0023,liwc_only,gpt-4o-mini,6,1187,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.0,1.85,0.0,1.43,0.92,6.39,8.15,0.08,0.72375,2.7460405203576554,True
syn_0023,liwc_only,qwen3-32b,6,1541,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.13,1.49,0.0,0.45,1.49,5.95,8.73,1.29,0.6900000000000001,3.6593842671672676,True
syn_0023,persona_liwc,deepseek-v3,6,1105,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.09,1.44,0.0,1.26,1.53,9.17,9.62,1.35,1.25875,4.264074858894863,True
syn_0023,persona_liwc,gpt-4o-mini,6,1160,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.09,1.11,0.0,1.37,0.26,7.46,8.66,0.0,0.8225,1.4442174685748985,True
syn_0023,persona_liwc,qwen3-32b,6,1510,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.46,1.26,0.0,0.99,1.39,8.13,8.92,1.65,1.09125,4.264298175103317,True
syn_0023,persona_only,deepseek-v3,6,1260,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.0,0.87,0.0,0.79,0.24,5.2,7.4,0.0,0.3412500000000001,0.9491316572701127,True
syn_0023,persona_only,gpt-4o-mini,6,1165,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.09,0.68,0.0,0.77,0.09,8.7,6.14,0.0,0.725,1.0172983738863328,True
syn_0023,persona_only,qwen3-32b,6,1327,nan,9.0,92.0,0.06,1.42,0.01,0.64,0.11,4.93,6.54,0.7,0.07,1.12,0.15,0.97,0.37,6.19,8.2,0.15,0.56375,1.3666302071776264,True
syn_0024,lex_fewshot,deepseek-v3,6,1222,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.0,3.18,0.0,2.2,0.41,5.22,11.51,1.55,1.0750000000000002,2.8331802024832005,True
syn_0024,lex_fewshot,gpt-4o-mini,6,1151,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.09,2.25,0.0,1.99,0.35,5.19,8.48,0.09,0.4262500000000002,1.6166262646008556,True
syn_0024,lex_fewshot,qwen3-32b,6,1871,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.27,2.94,0.0,1.87,0.59,4.23,10.54,0.32,0.8237499999999998,2.6682477748660345,True
syn_0024,liwc_only,deepseek-v3,6,1047,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.09,3.88,0.0,3.69,0.38,3.12,11.15,0.09,1.36375,3.198517341694915,True
syn_0024,liwc_only,gpt-4o-mini,6,1163,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.09,1.89,0.0,1.8,0.17,6.17,7.8,0.0,0.40625,1.1329218491863,True
syn_0024,liwc_only,qwen3-32b,6,1186,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.08,2.59,0.0,1.26,0.08,4.1,8.2,0.08,0.36999999999999994,0.899712046279603,True
syn_0024,persona_liwc,deepseek-v3,6,1048,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.19,2.72,0.0,2.63,0.09,4.6,9.67,0.47,0.665,1.5896310867551582,True
syn_0024,persona_liwc,gpt-4o-mini,6,1149,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.0,1.91,0.0,1.04,0.0,7.22,6.96,0.0,0.5449999999999999,0.9119840097683416,True
syn_0024,persona_liwc,qwen3-32b,6,1490,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.27,2.48,0.0,0.54,0.27,3.35,8.03,0.07,0.48249999999999993,1.5534103068746,True
syn_0024,persona_only,deepseek-v3,6,1212,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.0,1.14,0.0,1.55,0.41,4.57,6.94,0.0,0.45499999999999985,1.7649286013616736,True
syn_0024,persona_only,gpt-4o-mini,6,1177,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.0,0.34,0.0,0.59,0.0,5.26,5.26,0.0,0.69,1.3479020993188957,True
syn_0024,persona_only,qwen3-32b,6,1270,nan,85.0,25.0,0.08,1.73,0.3,0.92,0.03,4.89,7.89,0.39,0.08,0.86,0.0,0.39,0.08,3.98,6.95,0.08,0.4887499999999999,1.050041335391629,True
syn_0025,lex_fewshot,deepseek-v3,6,1134,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.97,1.67,0.0,2.99,1.32,8.08,11.41,2.37,1.008650921466261,4.3024782721057715,True
syn_0025,lex_fewshot,gpt-4o-mini,6,1176,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.85,1.44,0.08,1.19,0.59,7.21,8.99,0.76,0.6306892332355984,2.1412618320470758,True
syn_0025,lex_fewshot,qwen3-32b,6,1374,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.79,1.52,0.14,2.1,1.23,8.16,9.61,2.02,0.5511509214662609,3.1408594504226826,True
syn_0025,liwc_only,deepseek-v3,6,1207,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,1.14,1.31,0.0,3.76,1.64,9.57,11.69,1.64,0.922212058599657,4.980982511310568,True
syn_0025,liwc_only,gpt-4o-mini,6,1198,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,1.58,1.25,0.0,1.58,0.75,8.08,7.83,0.08,0.8006892332355984,3.454430666910255,True
syn_0025,liwc_only,qwen3-32b,6,1177,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.25,0.59,0.08,0.92,0.76,6.54,7.3,1.76,0.8627933906104917,2.1378277643763237,True
syn_0025,persona_liwc,deepseek-v3,6,1217,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,1.3,1.14,0.08,3.08,1.14,9.57,11.03,1.46,0.6680003703689946,3.648577185586693,True
syn_0025,persona_liwc,gpt-4o-mini,6,1201,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.41,0.99,0.0,1.57,0.58,8.78,7.71,0.5,0.4844392332355985,1.5162625275152184,True
syn_0025,persona_liwc,qwen3-32b,6,1173,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.34,0.84,0.0,1.51,0.59,8.05,9.3,1.93,0.369900921466261,1.247800199469743,True
syn_0025,persona_only,deepseek-v3,6,1224,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.24,0.48,0.16,0.64,0.32,7.01,5.72,0.16,1.1285817023798292,1.8651056698673498,True
syn_0025,persona_only,gpt-4o-mini,6,1202,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.0,0.33,0.0,1.16,0.0,7.19,4.96,0.0,1.2490379414003427,2.7253835279665313,True
syn_0025,persona_only,qwen3-32b,6,1211,nan,65.0,43.0,0.311569876576923,1.02,0.13,1.87,0.286824956082055,9.395755451466416,9.12,1.4981532470773504,0.33,0.49,0.0,0.57,0.24,5.46,7.59,0.08,1.1136454722561122,1.892038340831942,True
syn_0026,lex_fewshot,deepseek-v3,6,1075,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.74,2.78,0.0,2.68,0.28,5.92,9.53,0.09,0.8923300079213893,2.6102421924004644,True
syn_0026,lex_fewshot,gpt-4o-mini,6,1158,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.52,3.45,0.0,1.64,0.09,5.34,7.75,0.0,0.5110800079213893,1.5805141120869117,True
syn_0026,lex_fewshot,qwen3-32b,6,1068,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.28,1.57,0.0,1.94,0.09,5.36,8.32,0.09,0.34608000792138943,0.8834078389754098,True
syn_0026,liwc_only,deepseek-v3,6,1135,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.87,2.1,0.0,2.36,0.0,4.9,10.24,0.0,0.7960800079213894,1.9176670428807094,True
syn_0026,liwc_only,gpt-4o-mini,6,1178,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,1.02,2.54,0.0,0.93,0.0,6.95,7.12,0.0,0.5423300079213893,1.6810350958932703,True
syn_0026,liwc_only,qwen3-32b,6,1261,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.16,1.57,0.0,0.94,0.08,4.23,6.82,0.08,0.2523300079213894,0.5214800281801917,True
syn_0026,persona_liwc,deepseek-v3,6,1010,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.69,2.46,0.0,3.44,0.0,4.91,10.51,0.29,0.9901699920786107,2.242284228206542,True
syn_0026,persona_liwc,gpt-4o-mini,6,1158,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.43,1.55,0.0,1.03,0.0,6.89,6.72,0.0,0.3748300079213893,0.7266877123151321,True
syn_0026,persona_liwc,qwen3-32b,6,1429,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.69,1.66,0.0,1.32,0.28,4.79,7.49,0.28,0.2964199920786107,1.5306766650506018,True
syn_0026,persona_only,deepseek-v3,6,1167,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.0,0.43,0.0,0.94,0.26,4.94,6.73,0.0,0.27983000792138935,1.1802399447953382,True
syn_0026,persona_only,gpt-4o-mini,6,1197,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.0,0.33,0.0,1.0,0.0,8.1,4.92,0.0,0.8085800079213894,1.0906544105457843,True
syn_0026,persona_only,qwen3-32b,6,1636,nan,39.0,6.0,0.16,1.21,0.03,1.17,0.0,5.2,7.12,0.128640063371115,0.06,0.67,0.0,0.43,0.06,3.91,7.94,0.0,0.4635800079213894,0.9410652787984413,True
syn_0027,lex_fewshot,deepseek-v3,6,1118,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.45,3.92,0.18,1.52,1.25,6.68,7.84,2.58,1.0352209118257063,4.622156184313711,True
syn_0027,lex_fewshot,gpt-4o-mini,6,1157,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.0,2.75,0.0,1.89,0.77,5.77,8.0,0.52,0.7252209118257065,2.800160810857669,True
syn_0027,lex_fewshot,qwen3-32b,6,1611,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.25,3.57,0.0,1.17,0.86,6.95,8.62,2.03,0.9589709118257064,3.364600167787153,True
syn_0027,liwc_only,deepseek-v3,6,1199,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.0,3.88,0.08,2.06,1.32,6.11,9.49,2.15,1.1439709118257064,4.4735217599523605,True
syn_0027,liwc_only,gpt-4o-mini,6,1168,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.09,2.91,0.17,2.22,0.85,6.32,7.09,0.17,0.7602209118257064,3.1896936323540626,True
syn_0027,liwc_only,qwen3-32b,6,897,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.22,1.65,0.0,0.88,0.11,4.96,7.39,1.87,0.39772091182570635,0.8717109423755147,True
syn_0027,persona_liwc,deepseek-v3,6,1125,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.27,4.33,0.18,1.95,1.24,6.63,7.78,1.15,0.9764709118257064,4.283683010208986,True
syn_0027,persona_liwc,gpt-4o-mini,6,1184,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.0,2.36,0.0,2.02,0.0,6.07,7.58,0.0,0.6414709118257065,1.5921208910900575,True
syn_0027,persona_liwc,qwen3-32b,6,1120,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.0,3.37,0.0,0.98,0.8,6.03,8.61,1.24,0.6864709118257064,2.536092382222963,True
syn_0027,persona_only,deepseek-v3,6,1138,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.09,1.05,0.0,0.52,0.09,4.36,6.71,0.0,0.5752209118257063,1.2417216187112505,True
syn_0027,persona_only,gpt-4o-mini,6,1169,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.0,0.77,0.0,0.43,0.0,6.04,6.89,0.0,0.4739709118257064,1.2961868710855482,True
syn_0027,persona_only,qwen3-32b,6,1236,nan,17.0,1.0,0.0,1.57,0.18,0.91,0.08,5.87,6.168232705394349,1.36,0.0,0.64,0.0,0.8,0.16,3.92,6.56,0.0,0.6252209118257064,1.3404000412777002,True
syn_0028,lex_fewshot,deepseek-v3,6,1136,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.35,1.31,0.0,1.14,1.14,4.29,9.81,0.09,0.8234545576918025,3.1790504453098194,True
syn_0028,lex_fewshot,gpt-4o-mini,6,1181,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.51,2.37,0.0,0.68,0.51,5.92,8.12,0.0,0.5934545576918024,1.9910845388972334,True
syn_0028,lex_fewshot,qwen3-32b,6,1644,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.85,1.69,0.0,0.48,1.15,6.05,7.07,0.06,0.5230828465398188,3.440460611355636,True
syn_0028,liwc_only,deepseek-v3,6,1172,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.77,1.45,0.0,1.11,0.85,5.02,9.95,0.09,0.7797045576918025,3.011115840038535,True
syn_0028,liwc_only,gpt-4o-mini,6,1182,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.93,2.95,0.0,1.35,0.51,6.15,8.85,0.0,0.9222045576918025,2.971960240383712,True
syn_0028,liwc_only,qwen3-32b,6,1841,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.49,2.02,0.0,0.49,1.69,5.12,9.31,0.05,0.7930828465398189,4.472570011215876,True
syn_0028,persona_liwc,deepseek-v3,6,1205,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.08,2.15,0.0,1.08,0.58,4.88,9.59,0.0,0.7597045576918026,2.16385363141854,True
syn_0028,persona_liwc,gpt-4o-mini,6,1175,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.59,2.88,0.0,0.85,0.51,8.73,9.66,0.0,1.2322045576918026,2.732512656731587,True
syn_0028,persona_liwc,qwen3-32b,6,1101,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.54,1.08,0.0,0.63,0.81,5.78,8.94,0.27,0.5880828465398188,2.4093784369753717,True
syn_0028,persona_only,deepseek-v3,6,1207,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.41,0.74,0.08,0.57,0.25,6.15,5.82,0.0,0.29933284653981884,0.999790347557749,True
syn_0028,persona_only,gpt-4o-mini,6,1177,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.0,0.93,0.0,0.59,0.0,7.67,7.0,0.0,0.5265454423081974,0.9524952125171691,True
syn_0028,persona_only,qwen3-32b,6,1146,nan,3.0,72.0,0.21,1.29,0.05,0.6385131553920652,0.0738503830735146,5.29,6.12,0.21,0.35,1.21,0.0,0.43,0.17,6.14,8.65,0.17,0.49933284653981885,0.8648814028853451,True
syn_0029,lex_fewshot,deepseek-v3,6,933,nan,65.0,47.492758902826495,0.14,1.95,0.04,1.8,0.1,6.45,8.796507396962829,0.34,0.54,3.24,0.0,3.03,1.08,6.27,13.62,1.19,1.2241865753796461,4.235762784604006,True
syn_0029,lex_fewshot,gpt-4o-mini,6,1162,nan,65.0,47.492758902826495,0.14,1.95,0.04,1.8,0.1,6.45,8.796507396962829,0.34,0.43,3.0,0.0,2.14,0.69,7.03,8.58,0.09,0.4195634246203536,2.2085737384506494,True
