plan_id,profile_id,cell,content,steering_condition,repetition,model_key,target_O,target_N,pred_O,pred_N,err_O,err_N,n_words,standardized_mae
gpt-4o-mini__syn_0049__memorable_journey__lex_fewshot__r0,syn_0049,,memorable_journey,lex_fewshot,0,gpt-4o-mini,44.0,99.0,68.80998,65.81077,24.809982299804688,-33.189231872558594,192,
gpt-4o-mini__syn_0049__difficult_decision__persona_only__r0,syn_0049,,difficult_decision,persona_only,0,gpt-4o-mini,44.0,99.0,54.239082,51.840366,10.239082336425781,-47.15963363647461,197,
gpt-4o-mini__syn_0049__difficult_decision__liwc_only__r0,syn_0049,,difficult_decision,liwc_only,0,gpt-4o-mini,44.0,99.0,49.522697,59.741493,5.522697448730469,-39.258506774902344,183,
gpt-4o-mini__syn_0049__difficult_decision__persona_liwc__r0,syn_0049,,difficult_decision,persona_liwc,0,gpt-4o-mini,44.0,99.0,44.888336,46.93955,0.888336181640625,-52.06045150756836,186,
qwen3-32b__syn_0049__childhood_memory__persona_only__r0,syn_0049,,childhood_memory,persona_only,0,qwen3-32b,44.0,99.0,72.39078,42.61054,28.390777587890625,-56.389461517333984,86,
qwen3-32b__syn_0049__turning_point__liwc_only__r0,syn_0049,,turning_point,liwc_only,0,qwen3-32b,44.0,99.0,54.229675,57.921913,10.22967529296875,-41.078086853027344,130,
gpt-4o-mini__syn_0049__daily_life_change__persona_only__r0,syn_0049,,daily_life_change,persona_only,0,gpt-4o-mini,44.0,99.0,51.90155,70.0569,7.90155029296875,-28.943099975585938,197,
gpt-4o-mini__syn_0049__daily_life_change__liwc_only__r0,syn_0049,,daily_life_change,liwc_only,0,gpt-4o-mini,44.0,99.0,65.41477,58.039524,21.414772033691406,-40.96047592163086,187,
gpt-4o-mini__syn_0049__difficult_decision__lex_fewshot__r0,syn_0049,,difficult_decision,lex_fewshot,0,gpt-4o-mini,44.0,99.0,42.168396,52.584904,-1.83160400390625,-46.415096282958984,188,
gpt-4o-mini__syn_0049__daily_life_change__persona_liwc__r0,syn_0049,,daily_life_change,persona_liwc,0,gpt-4o-mini,44.0,99.0,52.929752,60.709366,8.929752349853516,-38.29063415527344,186,
gpt-4o-mini__syn_0049__daily_life_change__lex_fewshot__r0,syn_0049,,daily_life_change,lex_fewshot,0,gpt-4o-mini,44.0,99.0,50.79121,62.793938,6.791210174560547,-36.20606231689453,181,
gpt-4o-mini__syn_0049__meaningful_relationship__liwc_only__r0,syn_0049,,meaningful_relationship,liwc_only,0,gpt-4o-mini,44.0,99.0,46.514214,65.77138,2.5142135620117188,-33.22862243652344,188,
gpt-4o-mini__syn_0049__meaningful_relationship__persona_only__r0,syn_0049,,meaningful_relationship,persona_only,0,gpt-4o-mini,44.0,99.0,46.80951,64.517426,2.80950927734375,-34.482574462890625,195,
gpt-4o-mini__syn_0049__meaningful_relationship__persona_liwc__r0,syn_0049,,meaningful_relationship,persona_liwc,0,gpt-4o-mini,44.0,99.0,52.161663,61.34652,8.161663055419922,-37.653480529785156,194,
gpt-4o-mini__syn_0049__meaningful_relationship__lex_fewshot__r0,syn_0049,,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,44.0,99.0,53.846394,52.57441,9.846393585205078,-46.42559051513672,187,
gpt-4o-mini__syn_0049__childhood_memory__liwc_only__r0,syn_0049,,childhood_memory,liwc_only,0,gpt-4o-mini,44.0,99.0,69.73182,64.08233,25.73181915283203,-34.91767120361328,192,
qwen3-32b__syn_0049__childhood_memory__lex_fewshot__r0,syn_0049,,childhood_memory,lex_fewshot,0,qwen3-32b,44.0,99.0,51.75247,35.293198,7.752468109130859,-63.70680236816406,106,
gpt-4o-mini__syn_0049__childhood_memory__persona_only__r0,syn_0049,,childhood_memory,persona_only,0,gpt-4o-mini,44.0,99.0,60.599953,40.5698,16.599952697753906,-58.430198669433594,206,
gpt-4o-mini__syn_0049__childhood_memory__lex_fewshot__r0,syn_0049,,childhood_memory,lex_fewshot,0,gpt-4o-mini,44.0,99.0,48.284386,51.775715,4.284385681152344,-47.22428512573242,188,
gpt-4o-mini__syn_0049__turning_point__persona_only__r0,syn_0049,,turning_point,persona_only,0,gpt-4o-mini,44.0,99.0,69.92498,48.653027,25.92498016357422,-50.34697341918945,197,
gpt-4o-mini__syn_0049__childhood_memory__persona_liwc__r0,syn_0049,,childhood_memory,persona_liwc,0,gpt-4o-mini,44.0,99.0,63.07152,72.37453,19.071521759033203,-26.625473022460938,192,
gpt-4o-mini__syn_0049__turning_point__liwc_only__r0,syn_0049,,turning_point,liwc_only,0,gpt-4o-mini,44.0,99.0,49.192314,54.782486,5.192314147949219,-44.21751403808594,189,
gpt-4o-mini__syn_0049__turning_point__persona_liwc__r0,syn_0049,,turning_point,persona_liwc,0,gpt-4o-mini,44.0,99.0,64.17708,58.16428,20.177078247070312,-40.83572006225586,195,
qwen3-32b__syn_0049__turning_point__lex_fewshot__r0,syn_0049,,turning_point,lex_fewshot,0,qwen3-32b,44.0,99.0,45.891426,33.719704,1.8914260864257812,-65.2802963256836,74,
gpt-4o-mini__syn_0049__turning_point__lex_fewshot__r0,syn_0049,,turning_point,lex_fewshot,0,gpt-4o-mini,44.0,99.0,46.275414,51.654316,2.2754135131835938,-47.34568405151367,190,
deepseek-v3__syn_0050__memorable_journey__persona_only__r0,syn_0050,,memorable_journey,persona_only,0,deepseek-v3,13.0,80.0,72.06088,64.53179,59.060882568359375,-15.468208312988281,199,
deepseek-v3__syn_0050__difficult_decision__persona_only__r0,syn_0050,,difficult_decision,persona_only,0,deepseek-v3,13.0,80.0,52.78477,54.54374,39.78477096557617,-25.456260681152344,173,
deepseek-v3__syn_0050__memorable_journey__liwc_only__r0,syn_0050,,memorable_journey,liwc_only,0,deepseek-v3,13.0,80.0,78.961914,56.42005,65.9619140625,-23.57994842529297,193,
deepseek-v3__syn_0050__memorable_journey__persona_liwc__r0,syn_0050,,memorable_journey,persona_liwc,0,deepseek-v3,13.0,80.0,65.17791,53.22647,52.17790985107422,-26.773529052734375,215,
deepseek-v3__syn_0050__memorable_journey__lex_fewshot__r0,syn_0050,,memorable_journey,lex_fewshot,0,deepseek-v3,13.0,80.0,69.716705,45.649937,56.716705322265625,-34.35006332397461,189,
deepseek-v3__syn_0050__difficult_decision__lex_fewshot__r0,syn_0050,,difficult_decision,lex_fewshot,0,deepseek-v3,13.0,80.0,50.55327,56.526413,37.55326843261719,-23.473587036132812,199,
deepseek-v3__syn_0050__difficult_decision__persona_liwc__r0,syn_0050,,difficult_decision,persona_liwc,0,deepseek-v3,13.0,80.0,47.555298,49.79719,34.5552978515625,-30.202808380126953,99,
deepseek-v3__syn_0050__daily_life_change__persona_only__r0,syn_0050,,daily_life_change,persona_only,0,deepseek-v3,13.0,80.0,45.848225,47.395172,32.84822463989258,-32.604827880859375,202,
deepseek-v3__syn_0050__meaningful_relationship__persona_only__r0,syn_0050,,meaningful_relationship,persona_only,0,deepseek-v3,13.0,80.0,74.04256,60.120052,61.04255676269531,-19.879947662353516,190,
deepseek-v3__syn_0050__daily_life_change__liwc_only__r0,syn_0050,,daily_life_change,liwc_only,0,deepseek-v3,13.0,80.0,41.302967,71.662735,28.302967071533203,-8.337265014648438,196,
deepseek-v3__syn_0050__daily_life_change__lex_fewshot__r0,syn_0050,,daily_life_change,lex_fewshot,0,deepseek-v3,13.0,80.0,41.16856,57.294147,28.168560028076172,-22.705852508544922,184,
deepseek-v3__syn_0050__meaningful_relationship__persona_liwc__r0,syn_0050,,meaningful_relationship,persona_liwc,0,deepseek-v3,13.0,80.0,42.16668,68.68506,29.16667938232422,-11.31494140625,222,
deepseek-v3__syn_0050__childhood_memory__persona_only__r0,syn_0050,,childhood_memory,persona_only,0,deepseek-v3,13.0,80.0,65.64266,57.63957,52.642662048339844,-22.360431671142578,195,
deepseek-v3__syn_0050__meaningful_relationship__lex_fewshot__r0,syn_0050,,meaningful_relationship,lex_fewshot,0,deepseek-v3,13.0,80.0,46.452885,49.95984,33.452884674072266,-30.0401611328125,185,
deepseek-v3__syn_0050__turning_point__persona_only__r0,syn_0050,,turning_point,persona_only,0,deepseek-v3,13.0,80.0,68.09292,70.22842,55.092918395996094,-9.771583557128906,201,
deepseek-v3__syn_0050__childhood_memory__persona_liwc__r0,syn_0050,,childhood_memory,persona_liwc,0,deepseek-v3,13.0,80.0,51.44941,67.995415,38.44940948486328,-12.004585266113281,203,
deepseek-v3__syn_0050__turning_point__persona_liwc__r0,syn_0050,,turning_point,persona_liwc,0,deepseek-v3,13.0,80.0,52.40665,45.672062,39.40665054321289,-34.327938079833984,207,
deepseek-v3__syn_0050__turning_point__lex_fewshot__r0,syn_0050,,turning_point,lex_fewshot,0,deepseek-v3,13.0,80.0,43.62983,68.13362,30.62982940673828,-11.866378784179688,191,
qwen3-32b__syn_0050__memorable_journey__persona_only__r0,syn_0050,,memorable_journey,persona_only,0,qwen3-32b,13.0,80.0,68.13627,52.124584,55.136268615722656,-27.875415802001953,196,
qwen3-32b__syn_0050__memorable_journey__lex_fewshot__r0,syn_0050,,memorable_journey,lex_fewshot,0,qwen3-32b,13.0,80.0,58.155212,40.02565,45.15521240234375,-39.97434997558594,546,
deepseek-v3__syn_0050__turning_point__liwc_only__r0,syn_0050,,turning_point,liwc_only,0,deepseek-v3,13.0,80.0,55.142136,68.73787,42.14213562011719,-11.262130737304688,85,
qwen3-32b__syn_0050__memorable_journey__liwc_only__r0,syn_0050,,memorable_journey,liwc_only,0,qwen3-32b,13.0,80.0,65.995544,52.46688,52.99554443359375,-27.533119201660156,152,
qwen3-32b__syn_0050__difficult_decision__liwc_only__r0,syn_0050,,difficult_decision,liwc_only,0,qwen3-32b,13.0,80.0,32.320107,49.23187,19.320106506347656,-30.768131256103516,104,
qwen3-32b__syn_0050__memorable_journey__persona_liwc__r0,syn_0050,,memorable_journey,persona_liwc,0,qwen3-32b,13.0,80.0,72.68172,63.443855,59.68171691894531,-16.55614471435547,177,
qwen3-32b__syn_0050__difficult_decision__lex_fewshot__r0,syn_0050,,difficult_decision,lex_fewshot,0,qwen3-32b,13.0,80.0,66.109406,61.67364,53.109405517578125,-18.326358795166016,57,
qwen3-32b__syn_0050__difficult_decision__persona_liwc__r0,syn_0050,,difficult_decision,persona_liwc,0,qwen3-32b,13.0,80.0,44.628265,49.057625,31.628265380859375,-30.94237518310547,204,
qwen3-32b__syn_0050__daily_life_change__liwc_only__r0,syn_0050,,daily_life_change,liwc_only,0,qwen3-32b,13.0,80.0,49.61541,57.48173,36.61540985107422,-22.518268585205078,172,
qwen3-32b__syn_0050__daily_life_change__lex_fewshot__r0,syn_0050,,daily_life_change,lex_fewshot,0,qwen3-32b,13.0,80.0,44.24118,49.147194,31.241180419921875,-30.852806091308594,563,
qwen3-32b__syn_0050__meaningful_relationship__persona_only__r0,syn_0050,,meaningful_relationship,persona_only,0,qwen3-32b,13.0,80.0,43.944298,67.13137,30.944297790527344,-12.868629455566406,209,
qwen3-32b__syn_0050__daily_life_change__persona_only__r0,syn_0050,,daily_life_change,persona_only,0,qwen3-32b,13.0,80.0,51.088917,62.238,38.08891677856445,-17.762001037597656,210,
qwen3-32b__syn_0050__childhood_memory__persona_only__r0,syn_0050,,childhood_memory,persona_only,0,qwen3-32b,13.0,80.0,56.638374,56.584366,43.63837432861328,-23.415634155273438,211,
qwen3-32b__syn_0050__meaningful_relationship__persona_liwc__r0,syn_0050,,meaningful_relationship,persona_liwc,0,qwen3-32b,13.0,80.0,55.098076,62.00445,42.09807586669922,-17.995548248291016,212,
qwen3-32b__syn_0050__daily_life_change__persona_liwc__r0,syn_0050,,daily_life_change,persona_liwc,0,qwen3-32b,13.0,80.0,60.307953,68.35538,47.307952880859375,-11.644622802734375,256,
qwen3-32b__syn_0050__meaningful_relationship__lex_fewshot__r0,syn_0050,,meaningful_relationship,lex_fewshot,0,qwen3-32b,13.0,80.0,52.635303,42.520565,39.63530349731445,-37.479434967041016,575,
qwen3-32b__syn_0050__childhood_memory__liwc_only__r0,syn_0050,,childhood_memory,liwc_only,0,qwen3-32b,13.0,80.0,36.695107,66.13731,23.695106506347656,-13.862693786621094,168,
qwen3-32b__syn_0050__childhood_memory__lex_fewshot__r0,syn_0050,,childhood_memory,lex_fewshot,0,qwen3-32b,13.0,80.0,48.02758,42.01438,35.02758026123047,-37.985618591308594,191,
qwen3-32b__syn_0050__turning_point__liwc_only__r0,syn_0050,,turning_point,liwc_only,0,qwen3-32b,13.0,80.0,65.46044,46.95979,52.46044158935547,-33.04021072387695,55,
qwen3-32b__syn_0050__meaningful_relationship__liwc_only__r0,syn_0050,,meaningful_relationship,liwc_only,0,qwen3-32b,13.0,80.0,58.851933,53.913174,45.851932525634766,-26.08682632446289,117,
qwen3-32b__syn_0050__turning_point__persona_liwc__r0,syn_0050,,turning_point,persona_liwc,0,qwen3-32b,13.0,80.0,51.510025,64.70587,38.51002502441406,-15.29412841796875,159,
gpt-4o-mini__syn_0050__memorable_journey__persona_only__r0,syn_0050,,memorable_journey,persona_only,0,gpt-4o-mini,13.0,80.0,72.00292,50.356083,59.00292205810547,-29.643917083740234,199,
qwen3-32b__syn_0050__difficult_decision__persona_only__r0,syn_0050,,difficult_decision,persona_only,0,qwen3-32b,13.0,80.0,48.193058,63.59715,35.193058013916016,-16.402851104736328,293,
gpt-4o-mini__syn_0050__memorable_journey__liwc_only__r0,syn_0050,,memorable_journey,liwc_only,0,gpt-4o-mini,13.0,80.0,73.822784,61.895245,60.822784423828125,-18.104755401611328,192,
gpt-4o-mini__syn_0050__memorable_journey__persona_liwc__r0,syn_0050,,memorable_journey,persona_liwc,0,gpt-4o-mini,13.0,80.0,69.4527,60.54337,56.45269775390625,-19.45663070678711,201,
gpt-4o-mini__syn_0050__memorable_journey__lex_fewshot__r0,syn_0050,,memorable_journey,lex_fewshot,0,gpt-4o-mini,13.0,80.0,58.58641,57.666237,45.58641052246094,-22.333763122558594,197,
gpt-4o-mini__syn_0050__difficult_decision__persona_only__r0,syn_0050,,difficult_decision,persona_only,0,gpt-4o-mini,13.0,80.0,44.59214,51.796135,31.592140197753906,-28.20386505126953,181,
qwen3-32b__syn_0050__childhood_memory__persona_liwc__r0,syn_0050,,childhood_memory,persona_liwc,0,qwen3-32b,13.0,80.0,49.80168,43.435547,36.80168151855469,-36.564453125,553,
gpt-4o-mini__syn_0050__difficult_decision__liwc_only__r0,syn_0050,,difficult_decision,liwc_only,0,gpt-4o-mini,13.0,80.0,42.28422,50.44552,29.284221649169922,-29.554481506347656,183,
gpt-4o-mini__syn_0050__difficult_decision__persona_liwc__r0,syn_0050,,difficult_decision,persona_liwc,0,gpt-4o-mini,13.0,80.0,45.82916,44.46576,32.829158782958984,-35.53424072265625,189,
gpt-4o-mini__syn_0050__difficult_decision__lex_fewshot__r0,syn_0050,,difficult_decision,lex_fewshot,0,gpt-4o-mini,13.0,80.0,30.95581,55.018448,17.955810546875,-24.981552124023438,177,
gpt-4o-mini__syn_0050__daily_life_change__persona_only__r0,syn_0050,,daily_life_change,persona_only,0,gpt-4o-mini,13.0,80.0,53.27603,57.283714,40.276031494140625,-22.716285705566406,195,
gpt-4o-mini__syn_0050__daily_life_change__liwc_only__r0,syn_0050,,daily_life_change,liwc_only,0,gpt-4o-mini,13.0,80.0,40.425358,54.015133,27.425357818603516,-25.984867095947266,195,
gpt-4o-mini__syn_0050__daily_life_change__persona_liwc__r0,syn_0050,,daily_life_change,persona_liwc,0,gpt-4o-mini,13.0,80.0,48.851448,50.567318,35.85144805908203,-29.432682037353516,192,
gpt-4o-mini__syn_0050__meaningful_relationship__persona_only__r0,syn_0050,,meaningful_relationship,persona_only,0,gpt-4o-mini,13.0,80.0,46.01513,59.71222,33.01512908935547,-20.28778076171875,192,
gpt-4o-mini__syn_0050__daily_life_change__lex_fewshot__r0,syn_0050,,daily_life_change,lex_fewshot,0,gpt-4o-mini,13.0,80.0,51.033375,47.378506,38.03337478637695,-32.62149429321289,204,
gpt-4o-mini__syn_0050__meaningful_relationship__liwc_only__r0,syn_0050,,meaningful_relationship,liwc_only,0,gpt-4o-mini,13.0,80.0,47.718338,69.754326,34.71833801269531,-10.245674133300781,193,
gpt-4o-mini__syn_0050__meaningful_relationship__persona_liwc__r0,syn_0050,,meaningful_relationship,persona_liwc,0,gpt-4o-mini,13.0,80.0,52.142513,40.77842,39.142513275146484,-39.221580505371094,178,
gpt-4o-mini__syn_0050__meaningful_relationship__lex_fewshot__r0,syn_0050,,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,13.0,80.0,44.985275,60.473846,31.985275268554688,-19.526153564453125,194,
gpt-4o-mini__syn_0050__childhood_memory__persona_only__r0,syn_0050,,childhood_memory,persona_only,0,gpt-4o-mini,13.0,80.0,62.55759,56.59016,49.55759048461914,-23.409839630126953,203,
gpt-4o-mini__syn_0050__childhood_memory__liwc_only__r0,syn_0050,,childhood_memory,liwc_only,0,gpt-4o-mini,13.0,80.0,58.27294,76.14491,45.27294158935547,-3.8550872802734375,195,
qwen3-32b__syn_0050__turning_point__persona_only__r0,syn_0050,,turning_point,persona_only,0,qwen3-32b,13.0,80.0,55.420883,69.67159,42.42088317871094,-10.328407287597656,203,
gpt-4o-mini__syn_0050__childhood_memory__persona_liwc__r0,syn_0050,,childhood_memory,persona_liwc,0,gpt-4o-mini,13.0,80.0,71.35642,58.714043,58.356422424316406,-21.28595733642578,205,
gpt-4o-mini__syn_0050__childhood_memory__lex_fewshot__r0,syn_0050,,childhood_memory,lex_fewshot,0,gpt-4o-mini,13.0,80.0,74.28947,69.23586,61.289466857910156,-10.764137268066406,195,
gpt-4o-mini__syn_0050__turning_point__liwc_only__r0,syn_0050,,turning_point,liwc_only,0,gpt-4o-mini,13.0,80.0,58.038246,51.08971,45.038246154785156,-28.910289764404297,182,
gpt-4o-mini__syn_0050__turning_point__persona_only__r0,syn_0050,,turning_point,persona_only,0,gpt-4o-mini,13.0,80.0,61.36134,46.508617,48.3613395690918,-33.49138259887695,199,
gpt-4o-mini__syn_0050__turning_point__lex_fewshot__r0,syn_0050,,turning_point,lex_fewshot,0,gpt-4o-mini,13.0,80.0,66.47194,40.017128,53.47193908691406,-39.982872009277344,189,
gpt-4o-mini__syn_0050__turning_point__persona_liwc__r0,syn_0050,,turning_point,persona_liwc,0,gpt-4o-mini,13.0,80.0,58.53477,48.25265,45.53477096557617,-31.74734878540039,199,
deepseek-v3__syn_0051__memorable_journey__persona_only__r0,syn_0051,,memorable_journey,persona_only,0,deepseek-v3,89.0,36.0,69.80704,65.93541,-19.192962646484375,29.935409545898438,226,
deepseek-v3__syn_0051__memorable_journey__persona_liwc__r0,syn_0051,,memorable_journey,persona_liwc,0,deepseek-v3,89.0,36.0,65.5336,45.059227,-23.466400146484375,9.059226989746094,176,
deepseek-v3__syn_0051__difficult_decision__persona_only__r0,syn_0051,,difficult_decision,persona_only,0,deepseek-v3,89.0,36.0,49.967213,57.576694,-39.03278732299805,21.57669448852539,191,
deepseek-v3__syn_0051__memorable_journey__lex_fewshot__r0,syn_0051,,memorable_journey,lex_fewshot,0,deepseek-v3,89.0,36.0,65.63197,58.300484,-23.368026733398438,22.30048370361328,141,
deepseek-v3__syn_0051__difficult_decision__liwc_only__r0,syn_0051,,difficult_decision,liwc_only,0,deepseek-v3,89.0,36.0,47.439846,53.71802,-41.56015396118164,17.718021392822266,177,
deepseek-v3__syn_0051__difficult_decision__lex_fewshot__r0,syn_0051,,difficult_decision,lex_fewshot,0,deepseek-v3,89.0,36.0,59.0811,55.927986,-29.918899536132812,19.92798614501953,177,
deepseek-v3__syn_0051__daily_life_change__persona_only__r0,syn_0051,,daily_life_change,persona_only,0,deepseek-v3,89.0,36.0,49.831585,64.7572,-39.16841506958008,28.7572021484375,203,
qwen3-32b__syn_0050__turning_point__lex_fewshot__r0,syn_0050,,turning_point,lex_fewshot,0,qwen3-32b,13.0,80.0,34.149403,40.77756,21.149402618408203,-39.22243881225586,93,
deepseek-v3__syn_0051__difficult_decision__persona_liwc__r0,syn_0051,,difficult_decision,persona_liwc,0,deepseek-v3,89.0,36.0,57.58978,61.427128,-31.410221099853516,25.427127838134766,16,
deepseek-v3__syn_0051__daily_life_change__persona_liwc__r0,syn_0051,,daily_life_change,persona_liwc,0,deepseek-v3,89.0,36.0,43.36489,61.950012,-45.635108947753906,25.95001220703125,214,
deepseek-v3__syn_0051__daily_life_change__lex_fewshot__r0,syn_0051,,daily_life_change,lex_fewshot,0,deepseek-v3,89.0,36.0,42.136604,54.36854,-46.86339569091797,18.368541717529297,148,
deepseek-v3__syn_0051__meaningful_relationship__liwc_only__r0,syn_0051,,meaningful_relationship,liwc_only,0,deepseek-v3,89.0,36.0,39.05464,60.14097,-49.94535827636719,24.140968322753906,188,
deepseek-v3__syn_0051__meaningful_relationship__persona_liwc__r0,syn_0051,,meaningful_relationship,persona_liwc,0,deepseek-v3,89.0,36.0,51.425514,73.34764,-37.574485778808594,37.34764099121094,226,
deepseek-v3__syn_0051__meaningful_relationship__persona_only__r0,syn_0051,,meaningful_relationship,persona_only,0,deepseek-v3,89.0,36.0,56.77748,56.37044,-32.22251892089844,20.370441436767578,213,
deepseek-v3__syn_0051__childhood_memory__liwc_only__r0,syn_0051,,childhood_memory,liwc_only,0,deepseek-v3,89.0,36.0,62.18015,63.70621,-26.81985092163086,27.70621109008789,189,
deepseek-v3__syn_0051__childhood_memory__persona_only__r0,syn_0051,,childhood_memory,persona_only,0,deepseek-v3,89.0,36.0,57.15544,61.555763,-31.844558715820312,25.555763244628906,218,
deepseek-v3__syn_0051__childhood_memory__persona_liwc__r0,syn_0051,,childhood_memory,persona_liwc,0,deepseek-v3,89.0,36.0,68.71751,80.53076,-20.282493591308594,44.53076171875,215,
deepseek-v3__syn_0051__turning_point__persona_only__r0,syn_0051,,turning_point,persona_only,0,deepseek-v3,89.0,36.0,57.538662,60.993366,-31.46133804321289,24.993366241455078,168,
deepseek-v3__syn_0051__childhood_memory__lex_fewshot__r0,syn_0051,,childhood_memory,lex_fewshot,0,deepseek-v3,89.0,36.0,63.509983,80.20597,-25.49001693725586,44.205970764160156,191,
deepseek-v3__syn_0051__turning_point__liwc_only__r0,syn_0051,,turning_point,liwc_only,0,deepseek-v3,89.0,36.0,49.081352,71.02248,-39.91864776611328,35.02247619628906,182,
qwen3-32b__syn_0051__memorable_journey__persona_only__r0,syn_0051,,memorable_journey,persona_only,0,qwen3-32b,89.0,36.0,77.01524,42.711807,-11.984756469726562,6.7118072509765625,225,
qwen3-32b__syn_0051__memorable_journey__liwc_only__r0,syn_0051,,memorable_journey,liwc_only,0,qwen3-32b,89.0,36.0,63.402992,50.172455,-25.597007751464844,14.172454833984375,233,
qwen3-32b__syn_0051__memorable_journey__lex_fewshot__r0,syn_0051,,memorable_journey,lex_fewshot,0,qwen3-32b,89.0,36.0,52.938522,67.9281,-36.06147766113281,31.9281005859375,224,
qwen3-32b__syn_0051__difficult_decision__persona_only__r0,syn_0051,,difficult_decision,persona_only,0,qwen3-32b,89.0,36.0,48.330864,55.338974,-40.66913604736328,19.338973999023438,210,
qwen3-32b__syn_0051__difficult_decision__persona_liwc__r0,syn_0051,,difficult_decision,persona_liwc,0,qwen3-32b,89.0,36.0,53.00424,43.890198,-35.99576187133789,7.89019775390625,218,
qwen3-32b__syn_0051__difficult_decision__liwc_only__r0,syn_0051,,difficult_decision,liwc_only,0,qwen3-32b,89.0,36.0,46.39395,39.59807,-42.606048583984375,3.5980682373046875,515,
qwen3-32b__syn_0051__difficult_decision__lex_fewshot__r0,syn_0051,,difficult_decision,lex_fewshot,0,qwen3-32b,89.0,36.0,46.70095,37.675804,-42.299049377441406,1.6758041381835938,531,
qwen3-32b__syn_0051__daily_life_change__persona_only__r0,syn_0051,,daily_life_change,persona_only,0,qwen3-32b,89.0,36.0,51.44962,66.23318,-37.55038070678711,30.233177185058594,39,
qwen3-32b__syn_0051__daily_life_change__persona_liwc__r0,syn_0051,,daily_life_change,persona_liwc,0,qwen3-32b,89.0,36.0,46.710464,58.630882,-42.28953552246094,22.630882263183594,229,
qwen3-32b__syn_0051__meaningful_relationship__persona_only__r0,syn_0051,,meaningful_relationship,persona_only,0,qwen3-32b,89.0,36.0,52.279617,56.424892,-36.72038269042969,20.42489242553711,214,
qwen3-32b__syn_0051__daily_life_change__lex_fewshot__r0,syn_0051,,daily_life_change,lex_fewshot,0,qwen3-32b,89.0,36.0,51.93211,61.656105,-37.06789016723633,25.656105041503906,177,
qwen3-32b__syn_0051__memorable_journey__persona_liwc__r0,syn_0051,,memorable_journey,persona_liwc,0,qwen3-32b,89.0,36.0,74.53836,61.67723,-14.461639404296875,25.677230834960938,210,
qwen3-32b__syn_0051__childhood_memory__persona_only__r0,syn_0051,,childhood_memory,persona_only,0,qwen3-32b,89.0,36.0,60.35033,63.032005,-28.649669647216797,27.032005310058594,202,
qwen3-32b__syn_0051__daily_life_change__liwc_only__r0,syn_0051,,daily_life_change,liwc_only,0,qwen3-32b,89.0,36.0,43.626522,67.43569,-45.373477935791016,31.435691833496094,222,
qwen3-32b__syn_0051__meaningful_relationship__lex_fewshot__r0,syn_0051,,meaningful_relationship,lex_fewshot,0,qwen3-32b,89.0,36.0,43.803417,40.880802,-45.19658279418945,4.880802154541016,566,
qwen3-32b__syn_0051__meaningful_relationship__liwc_only__r0,syn_0051,,meaningful_relationship,liwc_only,0,qwen3-32b,89.0,36.0,43.08255,52.816566,-45.917449951171875,16.816566467285156,207,
qwen3-32b__syn_0051__childhood_memory__liwc_only__r0,syn_0051,,childhood_memory,liwc_only,0,qwen3-32b,89.0,36.0,67.8264,52.59237,-21.173599243164062,16.592369079589844,217,
qwen3-32b__syn_0051__turning_point__liwc_only__r0,syn_0051,,turning_point,liwc_only,0,qwen3-32b,89.0,36.0,57.295662,64.188736,-31.70433807373047,28.188735961914062,214,
qwen3-32b__syn_0051__meaningful_relationship__persona_liwc__r0,syn_0051,,meaningful_relationship,persona_liwc,0,qwen3-32b,89.0,36.0,67.537445,52.36702,-21.462554931640625,16.367019653320312,298,
gpt-4o-mini__syn_0051__memorable_journey__persona_only__r0,syn_0051,,memorable_journey,persona_only,0,gpt-4o-mini,89.0,36.0,69.677734,57.925102,-19.322265625,21.92510223388672,200,
qwen3-32b__syn_0051__turning_point__persona_liwc__r0,syn_0051,,turning_point,persona_liwc,0,qwen3-32b,89.0,36.0,68.54513,64.11632,-20.454872131347656,28.116317749023438,205,
gpt-4o-mini__syn_0051__memorable_journey__liwc_only__r0,syn_0051,,memorable_journey,liwc_only,0,gpt-4o-mini,89.0,36.0,74.84211,60.724907,-14.157890319824219,24.72490692138672,200,
qwen3-32b__syn_0051__turning_point__lex_fewshot__r0,syn_0051,,turning_point,lex_fewshot,0,qwen3-32b,89.0,36.0,46.971657,57.86656,-42.028343200683594,21.866561889648438,106,
gpt-4o-mini__syn_0051__memorable_journey__lex_fewshot__r0,syn_0051,,memorable_journey,lex_fewshot,0,gpt-4o-mini,89.0,36.0,60.44913,65.78784,-28.55086898803711,29.787841796875,197,
gpt-4o-mini__syn_0051__memorable_journey__persona_liwc__r0,syn_0051,,memorable_journey,persona_liwc,0,gpt-4o-mini,89.0,36.0,57.86811,50.078205,-31.13188934326172,14.078205108642578,190,
qwen3-32b__syn_0051__childhood_memory__lex_fewshot__r0,syn_0051,,childhood_memory,lex_fewshot,0,qwen3-32b,89.0,36.0,63.43848,57.727444,-25.561519622802734,21.72744369506836,177,
gpt-4o-mini__syn_0051__difficult_decision__persona_only__r0,syn_0051,,difficult_decision,persona_only,0,gpt-4o-mini,89.0,36.0,56.44584,59.555115,-32.554161071777344,23.55511474609375,191,
