plan_id,profile_id,cell,content,steering_condition,repetition,model_key,target_O,target_N,pred_O,pred_N,err_O,err_N,n_words,standardized_mae
deepseek-v3__syn_0004__meaningful_relationship__persona_only__r0,syn_0004,,meaningful_relationship,persona_only,0,deepseek-v3,60.0,98.0,46.027966,53.736332,-13.972034454345703,-44.263668060302734,189,1.386022259444826
deepseek-v3__syn_0004__meaningful_relationship__lex_fewshot__r0,syn_0004,,meaningful_relationship,lex_fewshot,0,deepseek-v3,60.0,98.0,45.857204,40.675976,-14.14279556274414,-57.32402420043945,178,3.6810058725426087
deepseek-v3__syn_0004__childhood_memory__persona_only__r0,syn_0004,,childhood_memory,persona_only,0,deepseek-v3,60.0,98.0,59.69155,46.358013,-0.30844879150390625,-51.64198684692383,198,0.7396165959170296
deepseek-v3__syn_0004__turning_point__persona_only__r0,syn_0004,,turning_point,persona_only,0,deepseek-v3,60.0,98.0,64.00471,62.424328,4.004707336425781,-35.5756721496582,203,2.517009613587988
deepseek-v3__syn_0004__turning_point__lex_fewshot__r0,syn_0004,,turning_point,lex_fewshot,0,deepseek-v3,60.0,98.0,47.003815,56.01261,-12.996185302734375,-41.987388610839844,165,11.389026457265802
deepseek-v3__syn_0004__childhood_memory__lex_fewshot__r0,syn_0004,,childhood_memory,lex_fewshot,0,deepseek-v3,60.0,98.0,70.54806,50.774765,10.548057556152344,-47.22523498535156,216,5.344455151173464
qwen3-32b__syn_0004__memorable_journey__lex_fewshot__r0,syn_0004,,memorable_journey,lex_fewshot,0,qwen3-32b,60.0,98.0,66.08609,37.205738,6.086090087890625,-60.79426193237305,223,1.1632450176705795
qwen3-32b__syn_0004__difficult_decision__liwc_only__r0,syn_0004,,difficult_decision,liwc_only,0,qwen3-32b,60.0,98.0,38.881577,44.687553,-21.118423461914062,-53.31244659423828,138,3.450419602269579
qwen3-32b__syn_0004__difficult_decision__persona_only__r0,syn_0004,,difficult_decision,persona_only,0,qwen3-32b,60.0,98.0,51.669117,48.02843,-8.330883026123047,-49.9715690612793,264,1.668832834986082
qwen3-32b__syn_0004__memorable_journey__persona_only__r0,syn_0004,,memorable_journey,persona_only,0,qwen3-32b,60.0,98.0,72.59512,45.928856,12.595123291015625,-52.071144104003906,236,1.298799424797303
qwen3-32b__syn_0004__memorable_journey__persona_liwc__r0,syn_0004,,memorable_journey,persona_liwc,0,qwen3-32b,60.0,98.0,64.649086,38.136105,4.649085998535156,-59.863895416259766,214,2.409356733213052
qwen3-32b__syn_0004__difficult_decision__lex_fewshot__r0,syn_0004,,difficult_decision,lex_fewshot,0,qwen3-32b,60.0,98.0,47.25017,47.67622,-12.749828338623047,-50.32378005981445,168,3.8278523707808487
qwen3-32b__syn_0004__daily_life_change__persona_only__r0,syn_0004,,daily_life_change,persona_only,0,qwen3-32b,60.0,98.0,48.295567,52.659306,-11.70443344116211,-45.340694427490234,206,2.611553239109052
qwen3-32b__syn_0004__memorable_journey__liwc_only__r0,syn_0004,,memorable_journey,liwc_only,0,qwen3-32b,60.0,98.0,55.797913,38.848743,-4.20208740234375,-59.1512565612793,553,4.743707450733265
qwen3-32b__syn_0004__meaningful_relationship__persona_only__r0,syn_0004,,meaningful_relationship,persona_only,0,qwen3-32b,60.0,98.0,54.38382,68.63561,-5.616180419921875,-29.36438751220703,189,1.8717927718783476
qwen3-32b__syn_0004__difficult_decision__persona_liwc__r0,syn_0004,,difficult_decision,persona_liwc,0,qwen3-32b,60.0,98.0,44.543266,64.960526,-15.456733703613281,-33.03947448730469,217,3.7513659813177354
qwen3-32b__syn_0004__daily_life_change__persona_liwc__r0,syn_0004,,daily_life_change,persona_liwc,0,qwen3-32b,60.0,98.0,60.94268,61.15814,0.9426803588867188,-36.841861724853516,190,3.037466162058551
qwen3-32b__syn_0004__meaningful_relationship__persona_liwc__r0,syn_0004,,meaningful_relationship,persona_liwc,0,qwen3-32b,60.0,98.0,46.793064,62.285507,-13.20693588256836,-35.71449279785156,224,3.611266172919194
qwen3-32b__syn_0004__daily_life_change__liwc_only__r0,syn_0004,,daily_life_change,liwc_only,0,qwen3-32b,60.0,98.0,44.754967,54.67363,-15.245033264160156,-43.32637023925781,310,2.9727197179220743
qwen3-32b__syn_0004__childhood_memory__persona_only__r0,syn_0004,,childhood_memory,persona_only,0,qwen3-32b,60.0,98.0,77.176544,63.875374,17.176544189453125,-34.12462615966797,165,1.159422304471826
qwen3-32b__syn_0004__childhood_memory__persona_liwc__r0,syn_0004,,childhood_memory,persona_liwc,0,qwen3-32b,60.0,98.0,60.22764,80.05,0.22763824462890625,-17.949996948242188,208,1.5630071084861208
qwen3-32b__syn_0004__childhood_memory__liwc_only__r0,syn_0004,,childhood_memory,liwc_only,0,qwen3-32b,60.0,98.0,69.731,50.990814,9.731002807617188,-47.009185791015625,192,2.0293149623227453
qwen3-32b__syn_0004__meaningful_relationship__liwc_only__r0,syn_0004,,meaningful_relationship,liwc_only,0,qwen3-32b,60.0,98.0,48.46578,44.73903,-11.534221649169922,-53.26097106933594,261,2.7892940824416117
qwen3-32b__syn_0004__daily_life_change__lex_fewshot__r0,syn_0004,,daily_life_change,lex_fewshot,0,qwen3-32b,60.0,98.0,56.69635,64.75606,-3.30364990234375,-33.24394226074219,3,4.882577606829511
qwen3-32b__syn_0004__turning_point__persona_liwc__r0,syn_0004,,turning_point,persona_liwc,0,qwen3-32b,60.0,98.0,57.690903,54.168648,-2.3090972900390625,-43.83135223388672,195,2.94175672738326
qwen3-32b__syn_0004__meaningful_relationship__lex_fewshot__r0,syn_0004,,meaningful_relationship,lex_fewshot,0,qwen3-32b,60.0,98.0,68.92699,31.01947,8.926986694335938,-66.98052978515625,231,2.7960444147382746
gpt-4o-mini__syn_0004__memorable_journey__persona_only__r0,syn_0004,,memorable_journey,persona_only,0,gpt-4o-mini,60.0,98.0,64.44726,47.686687,4.447257995605469,-50.31331253051758,200,1.6203951354302475
qwen3-32b__syn_0004__turning_point__persona_only__r0,syn_0004,,turning_point,persona_only,0,qwen3-32b,60.0,98.0,71.052826,45.71805,11.052825927734375,-52.281951904296875,228,1.487203149957245
gpt-4o-mini__syn_0004__memorable_journey__liwc_only__r0,syn_0004,,memorable_journey,liwc_only,0,gpt-4o-mini,60.0,98.0,75.26987,57.785767,15.269866943359375,-40.2142333984375,198,2.0657263267551653
gpt-4o-mini__syn_0004__memorable_journey__persona_liwc__r0,syn_0004,,memorable_journey,persona_liwc,0,gpt-4o-mini,60.0,98.0,62.588005,47.46095,2.5880050659179688,-50.5390510559082,229,2.1255582601904024
gpt-4o-mini__syn_0004__memorable_journey__lex_fewshot__r0,syn_0004,,memorable_journey,lex_fewshot,0,gpt-4o-mini,60.0,98.0,64.28547,50.018826,4.285469055175781,-47.98117446899414,194,2.246946991215015
gpt-4o-mini__syn_0004__difficult_decision__persona_only__r0,syn_0004,,difficult_decision,persona_only,0,gpt-4o-mini,60.0,98.0,49.96132,66.55417,-10.038681030273438,-31.445831298828125,200,1.0221634601637637
qwen3-32b__syn_0004__turning_point__liwc_only__r0,syn_0004,,turning_point,liwc_only,0,qwen3-32b,60.0,98.0,52.61405,60.21447,-7.385948181152344,-37.78553009033203,177,3.550066424956674
gpt-4o-mini__syn_0004__difficult_decision__liwc_only__r0,syn_0004,,difficult_decision,liwc_only,0,gpt-4o-mini,60.0,98.0,36.50302,71.7296,-23.496978759765625,-26.270401000976562,189,2.2309798564650833
qwen3-32b__syn_0004__childhood_memory__lex_fewshot__r0,syn_0004,,childhood_memory,lex_fewshot,0,qwen3-32b,60.0,98.0,69.85402,67.62489,9.854019165039062,-30.375106811523438,234,1.577315745439451
gpt-4o-mini__syn_0004__difficult_decision__persona_liwc__r0,syn_0004,,difficult_decision,persona_liwc,0,gpt-4o-mini,60.0,98.0,48.068493,66.52094,-11.931507110595703,-31.47905731201172,188,1.3205370908731338
gpt-4o-mini__syn_0004__difficult_decision__lex_fewshot__r0,syn_0004,,difficult_decision,lex_fewshot,0,gpt-4o-mini,60.0,98.0,41.327133,56.558086,-18.672866821289062,-41.44191360473633,199,2.2663881043537932
gpt-4o-mini__syn_0004__daily_life_change__persona_only__r0,syn_0004,,daily_life_change,persona_only,0,gpt-4o-mini,60.0,98.0,54.47237,37.37081,-5.527629852294922,-60.629188537597656,198,1.5738779341515643
gpt-4o-mini__syn_0004__daily_life_change__liwc_only__r0,syn_0004,,daily_life_change,liwc_only,0,gpt-4o-mini,60.0,98.0,60.402756,55.09411,0.4027557373046875,-42.90589141845703,192,3.4528101198937433
gpt-4o-mini__syn_0004__daily_life_change__persona_liwc__r0,syn_0004,,daily_life_change,persona_liwc,0,gpt-4o-mini,60.0,98.0,55.378716,68.88432,-4.621284484863281,-29.115676879882812,194,2.258058173096246
gpt-4o-mini__syn_0004__daily_life_change__lex_fewshot__r0,syn_0004,,daily_life_change,lex_fewshot,0,gpt-4o-mini,60.0,98.0,48.230537,56.557644,-11.769462585449219,-41.44235610961914,190,2.2751989502833125
gpt-4o-mini__syn_0004__meaningful_relationship__liwc_only__r0,syn_0004,,meaningful_relationship,liwc_only,0,gpt-4o-mini,60.0,98.0,55.68778,44.419506,-4.312221527099609,-53.58049392700195,195,3.1411231995307047
gpt-4o-mini__syn_0004__meaningful_relationship__persona_only__r0,syn_0004,,meaningful_relationship,persona_only,0,gpt-4o-mini,60.0,98.0,36.98519,72.32951,-23.014808654785156,-25.670486450195312,197,1.4180550041609647
gpt-4o-mini__syn_0004__meaningful_relationship__persona_liwc__r0,syn_0004,,meaningful_relationship,persona_liwc,0,gpt-4o-mini,60.0,98.0,49.142094,62.63131,-10.857906341552734,-35.368690490722656,185,3.1872732357662645
gpt-4o-mini__syn_0004__meaningful_relationship__lex_fewshot__r0,syn_0004,,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,60.0,98.0,46.569935,74.14249,-13.430065155029297,-23.857513427734375,183,2.4246424146184395
gpt-4o-mini__syn_0004__childhood_memory__persona_only__r0,syn_0004,,childhood_memory,persona_only,0,gpt-4o-mini,60.0,98.0,53.0036,53.98561,-6.99639892578125,-44.01438903808594,208,0.8088877255147451
qwen3-32b__syn_0004__turning_point__lex_fewshot__r0,syn_0004,,turning_point,lex_fewshot,0,qwen3-32b,60.0,98.0,42.049736,52.057945,-17.95026397705078,-45.942054748535156,161,3.517903942280118
gpt-4o-mini__syn_0004__childhood_memory__liwc_only__r0,syn_0004,,childhood_memory,liwc_only,0,gpt-4o-mini,60.0,98.0,78.02486,62.430286,18.024856567382812,-35.5697135925293,202,4.433966412229899
gpt-4o-mini__syn_0004__childhood_memory__persona_liwc__r0,syn_0004,,childhood_memory,persona_liwc,0,gpt-4o-mini,60.0,98.0,67.50388,72.97639,7.503883361816406,-25.02361297607422,199,2.060760176893216
gpt-4o-mini__syn_0004__childhood_memory__lex_fewshot__r0,syn_0004,,childhood_memory,lex_fewshot,0,gpt-4o-mini,60.0,98.0,60.109756,51.61014,0.1097564697265625,-46.38985824584961,194,1.8453921551224113
gpt-4o-mini__syn_0004__turning_point__persona_only__r0,syn_0004,,turning_point,persona_only,0,gpt-4o-mini,60.0,98.0,62.16204,52.321915,2.1620407104492188,-45.67808532714844,205,1.3134462242376417
gpt-4o-mini__syn_0004__turning_point__liwc_only__r0,syn_0004,,turning_point,liwc_only,0,gpt-4o-mini,60.0,98.0,56.38319,64.51221,-3.616809844970703,-33.48779296875,200,3.7291633373911104
gpt-4o-mini__syn_0004__turning_point__lex_fewshot__r0,syn_0004,,turning_point,lex_fewshot,0,gpt-4o-mini,60.0,98.0,44.016247,65.799225,-15.983753204345703,-32.200775146484375,194,5.313016926807208
gpt-4o-mini__syn_0004__turning_point__persona_liwc__r0,syn_0004,,turning_point,persona_liwc,0,gpt-4o-mini,60.0,98.0,62.42164,56.47943,2.4216384887695312,-41.52056884765625,210,2.202071259382942
deepseek-v3__syn_0005__memorable_journey__persona_only__r0,syn_0005,,memorable_journey,persona_only,0,deepseek-v3,8.0,15.0,62.432148,47.83571,54.43214797973633,32.83570861816406,177,1.0447687922143478
deepseek-v3__syn_0005__memorable_journey__liwc_only__r0,syn_0005,,memorable_journey,liwc_only,0,deepseek-v3,8.0,15.0,71.46631,62.17205,63.46630859375,47.17205047607422,214,1.4009516397571595
deepseek-v3__syn_0005__memorable_journey__persona_liwc__r0,syn_0005,,memorable_journey,persona_liwc,0,deepseek-v3,8.0,15.0,58.9534,69.334366,50.953399658203125,54.33436584472656,227,1.233551177526702
deepseek-v3__syn_0005__memorable_journey__lex_fewshot__r0,syn_0005,,memorable_journey,lex_fewshot,0,deepseek-v3,8.0,15.0,63.191296,75.14121,55.1912956237793,60.141212463378906,197,2.2915071944940695
deepseek-v3__syn_0005__difficult_decision__persona_only__r0,syn_0005,,difficult_decision,persona_only,0,deepseek-v3,8.0,15.0,41.54795,55.18211,33.547950744628906,40.18210983276367,191,3.4659073226218062
deepseek-v3__syn_0005__difficult_decision__liwc_only__r0,syn_0005,,difficult_decision,liwc_only,0,deepseek-v3,8.0,15.0,45.99062,34.50775,37.99061965942383,19.50775146484375,193,2.365140453946067
deepseek-v3__syn_0005__difficult_decision__persona_liwc__r0,syn_0005,,difficult_decision,persona_liwc,0,deepseek-v3,8.0,15.0,48.93083,51.891037,40.93082809448242,36.89103698730469,200,1.115064044737855
deepseek-v3__syn_0005__difficult_decision__lex_fewshot__r0,syn_0005,,difficult_decision,lex_fewshot,0,deepseek-v3,8.0,15.0,47.23388,47.7138,39.23387908935547,32.71379852294922,172,0.881077855165291
deepseek-v3__syn_0005__daily_life_change__persona_only__r0,syn_0005,,daily_life_change,persona_only,0,deepseek-v3,8.0,15.0,47.674797,70.08601,39.67479705810547,55.08601379394531,167,1.4536924249669076
deepseek-v3__syn_0005__daily_life_change__liwc_only__r0,syn_0005,,daily_life_change,liwc_only,0,deepseek-v3,8.0,15.0,26.450394,52.98297,18.450393676757812,37.98297119140625,167,3.3303842799249104
deepseek-v3__syn_0005__daily_life_change__persona_liwc__r0,syn_0005,,daily_life_change,persona_liwc,0,deepseek-v3,8.0,15.0,54.861557,63.29329,46.86155700683594,48.29328918457031,166,1.1408701199577955
deepseek-v3__syn_0005__meaningful_relationship__persona_only__r0,syn_0005,,meaningful_relationship,persona_only,0,deepseek-v3,8.0,15.0,37.489662,73.669685,29.489662170410156,58.66968536376953,170,2.4248896587823747
deepseek-v3__syn_0005__meaningful_relationship__persona_liwc__r0,syn_0005,,meaningful_relationship,persona_liwc,0,deepseek-v3,8.0,15.0,53.72707,59.02616,45.72706985473633,44.026161193847656,180,0.8754036977406585
deepseek-v3__syn_0005__daily_life_change__lex_fewshot__r0,syn_0005,,daily_life_change,lex_fewshot,0,deepseek-v3,8.0,15.0,56.700867,60.509933,48.70086669921875,45.50993347167969,202,1.291288214993319
deepseek-v3__syn_0005__childhood_memory__persona_only__r0,syn_0005,,childhood_memory,persona_only,0,deepseek-v3,8.0,15.0,50.047344,54.07283,42.04734420776367,39.07283020019531,203,1.9412776147761537
deepseek-v3__syn_0005__meaningful_relationship__lex_fewshot__r0,syn_0005,,meaningful_relationship,lex_fewshot,0,deepseek-v3,8.0,15.0,53.010387,50.119057,45.0103874206543,35.119056701660156,198,1.9820955728231364
deepseek-v3__syn_0005__meaningful_relationship__liwc_only__r0,syn_0005,,meaningful_relationship,liwc_only,0,deepseek-v3,8.0,15.0,69.756134,63.91204,61.756134033203125,48.91204071044922,204,1.3982175670544432
deepseek-v3__syn_0005__childhood_memory__persona_liwc__r0,syn_0005,,childhood_memory,persona_liwc,0,deepseek-v3,8.0,15.0,62.384274,54.590424,54.384273529052734,39.590423583984375,137,1.7699312858941
deepseek-v3__syn_0005__childhood_memory__liwc_only__r0,syn_0005,,childhood_memory,liwc_only,0,deepseek-v3,8.0,15.0,49.40468,76.83335,41.40467834472656,61.833351135253906,216,2.1390248360194715
deepseek-v3__syn_0005__turning_point__persona_only__r0,syn_0005,,turning_point,persona_only,0,deepseek-v3,8.0,15.0,70.37575,76.403015,62.37574768066406,61.40301513671875,184,3.5205704861939155
deepseek-v3__syn_0005__turning_point__liwc_only__r0,syn_0005,,turning_point,liwc_only,0,deepseek-v3,8.0,15.0,48.77452,64.10599,40.77452087402344,49.105987548828125,197,1.753928244556955
deepseek-v3__syn_0005__childhood_memory__lex_fewshot__r0,syn_0005,,childhood_memory,lex_fewshot,0,deepseek-v3,8.0,15.0,61.323975,51.192867,53.323974609375,36.192867279052734,175,1.9400216755823545
deepseek-v3__syn_0005__turning_point__persona_liwc__r0,syn_0005,,turning_point,persona_liwc,0,deepseek-v3,8.0,15.0,52.715252,73.993576,44.71525192260742,58.99357604980469,172,2.4181664020480653
deepseek-v3__syn_0005__turning_point__lex_fewshot__r0,syn_0005,,turning_point,lex_fewshot,0,deepseek-v3,8.0,15.0,67.233635,60.151123,59.23363494873047,45.151123046875,179,1.1297539758499755
qwen3-32b__syn_0005__memorable_journey__liwc_only__r0,syn_0005,,memorable_journey,liwc_only,0,qwen3-32b,8.0,15.0,86.679016,71.46278,78.67901611328125,56.46278381347656,222,1.060702648908228
qwen3-32b__syn_0005__memorable_journey__persona_liwc__r0,syn_0005,,memorable_journey,persona_liwc,0,qwen3-32b,8.0,15.0,65.363174,62.960754,57.36317443847656,47.96075439453125,180,1.2464659824728448
qwen3-32b__syn_0005__memorable_journey__persona_only__r0,syn_0005,,memorable_journey,persona_only,0,qwen3-32b,8.0,15.0,75.27837,49.59077,67.27837371826172,34.59077072143555,216,1.5306401505497993
qwen3-32b__syn_0005__difficult_decision__persona_only__r0,syn_0005,,difficult_decision,persona_only,0,qwen3-32b,8.0,15.0,42.852604,41.16714,34.852603912353516,26.16714096069336,212,0.6149593765489696
qwen3-32b__syn_0005__memorable_journey__lex_fewshot__r0,syn_0005,,memorable_journey,lex_fewshot,0,qwen3-32b,8.0,15.0,53.89946,38.018158,45.89945983886719,23.018157958984375,565,2.4368314075731483
qwen3-32b__syn_0005__difficult_decision__persona_liwc__r0,syn_0005,,difficult_decision,persona_liwc,0,qwen3-32b,8.0,15.0,52.65953,43.19744,44.65953063964844,28.19744110107422,224,0.5622853847747643
qwen3-32b__syn_0005__daily_life_change__lex_fewshot__r0,syn_0005,,daily_life_change,lex_fewshot,0,qwen3-32b,8.0,15.0,33.027496,55.89339,25.027496337890625,40.89339065551758,33,1.7545706258011868
qwen3-32b__syn_0005__difficult_decision__liwc_only__r0,syn_0005,,difficult_decision,liwc_only,0,qwen3-32b,8.0,15.0,54.701923,52.396408,46.70192337036133,37.39640808105469,190,1.7922308952531418
qwen3-32b__syn_0005__daily_life_change__liwc_only__r0,syn_0005,,daily_life_change,liwc_only,0,qwen3-32b,8.0,15.0,56.894398,59.9714,48.8943977355957,44.97140121459961,233,1.6432915270101098
qwen3-32b__syn_0005__daily_life_change__persona_liwc__r0,syn_0005,,daily_life_change,persona_liwc,0,qwen3-32b,8.0,15.0,19.58829,65.67893,11.588289260864258,50.678932189941406,161,1.5857712928776186
qwen3-32b__syn_0005__meaningful_relationship__persona_only__r0,syn_0005,,meaningful_relationship,persona_only,0,qwen3-32b,8.0,15.0,65.284195,58.887486,57.28419494628906,43.88748550415039,207,1.898241624969552
qwen3-32b__syn_0005__daily_life_change__persona_only__r0,syn_0005,,daily_life_change,persona_only,0,qwen3-32b,8.0,15.0,34.325745,51.744385,26.32574462890625,36.744384765625,41,1.3252795846269765
qwen3-32b__syn_0005__difficult_decision__lex_fewshot__r0,syn_0005,,difficult_decision,lex_fewshot,0,qwen3-32b,8.0,15.0,49.365368,31.17482,41.3653678894043,16.174819946289062,185,0.872417165162635
qwen3-32b__syn_0005__meaningful_relationship__liwc_only__r0,syn_0005,,meaningful_relationship,liwc_only,0,qwen3-32b,8.0,15.0,74.391106,57.035706,66.39110565185547,42.03570556640625,227,1.641697201570995
qwen3-32b__syn_0005__meaningful_relationship__persona_liwc__r0,syn_0005,,meaningful_relationship,persona_liwc,0,qwen3-32b,8.0,15.0,49.249603,56.640697,41.249603271484375,41.64069747924805,185,1.422709668617339
qwen3-32b__syn_0005__childhood_memory__persona_only__r0,syn_0005,,childhood_memory,persona_only,0,qwen3-32b,8.0,15.0,55.942474,64.64142,47.942474365234375,49.64141845703125,199,2.45843716886745
qwen3-32b__syn_0005__turning_point__liwc_only__r0,syn_0005,,turning_point,liwc_only,0,qwen3-32b,8.0,15.0,68.89236,72.04496,60.892356872558594,57.044960021972656,83,1.0999137883587196
qwen3-32b__syn_0005__childhood_memory__persona_liwc__r0,syn_0005,,childhood_memory,persona_liwc,0,qwen3-32b,8.0,15.0,63.38728,36.611862,55.38727951049805,21.611862182617188,192,1.6384348961024044
qwen3-32b__syn_0005__childhood_memory__liwc_only__r0,syn_0005,,childhood_memory,liwc_only,0,qwen3-32b,8.0,15.0,69.87516,56.571045,61.875160217285156,41.571044921875,224,1.1921382489259358
gpt-4o-mini__syn_0005__memorable_journey__persona_only__r0,syn_0005,,memorable_journey,persona_only,0,gpt-4o-mini,8.0,15.0,62.743217,46.0055,54.74321746826172,31.00550079345703,190,0.9867358101833066
qwen3-32b__syn_0005__childhood_memory__lex_fewshot__r0,syn_0005,,childhood_memory,lex_fewshot,0,qwen3-32b,8.0,15.0,51.771725,39.599735,43.771724700927734,24.599735260009766,551,2.3647906198907656
gpt-4o-mini__syn_0005__memorable_journey__liwc_only__r0,syn_0005,,memorable_journey,liwc_only,0,gpt-4o-mini,8.0,15.0,72.295944,61.65806,64.29594421386719,46.658058166503906,196,0.620171560875854
gpt-4o-mini__syn_0005__memorable_journey__persona_liwc__r0,syn_0005,,memorable_journey,persona_liwc,0,gpt-4o-mini,8.0,15.0,71.24804,48.62069,63.24803924560547,33.620689392089844,186,0.8954839974121915
gpt-4o-mini__syn_0005__memorable_journey__lex_fewshot__r0,syn_0005,,memorable_journey,lex_fewshot,0,gpt-4o-mini,8.0,15.0,73.785355,52.93787,65.78535461425781,37.937870025634766,199,0.6987906988707806
qwen3-32b__syn_0005__turning_point__persona_liwc__r0,syn_0005,,turning_point,persona_liwc,0,qwen3-32b,8.0,15.0,54.958084,54.096764,46.95808410644531,39.096763610839844,202,0.6363313837403516
qwen3-32b__syn_0005__turning_point__lex_fewshot__r0,syn_0005,,turning_point,lex_fewshot,0,qwen3-32b,8.0,15.0,43.56305,57.078762,35.56304931640625,42.07876205444336,59,2.87712259699421
gpt-4o-mini__syn_0005__difficult_decision__persona_only__r0,syn_0005,,difficult_decision,persona_only,0,gpt-4o-mini,8.0,15.0,45.533894,51.48081,37.53389358520508,36.48080825805664,179,0.7719482126611885
gpt-4o-mini__syn_0005__difficult_decision__persona_liwc__r0,syn_0005,,difficult_decision,persona_liwc,0,gpt-4o-mini,8.0,15.0,45.394073,53.838314,37.394073486328125,38.838314056396484,182,1.1300141267927095
gpt-4o-mini__syn_0005__difficult_decision__liwc_only__r0,syn_0005,,difficult_decision,liwc_only,0,gpt-4o-mini,8.0,15.0,44.28365,57.425888,36.28364944458008,42.42588806152344,191,0.9956501147785312
qwen3-32b__syn_0005__turning_point__persona_only__r0,syn_0005,,turning_point,persona_only,0,qwen3-32b,8.0,15.0,63.62667,66.96878,55.626670837402344,51.968780517578125,188,2.0068989979755054
gpt-4o-mini__syn_0005__difficult_decision__lex_fewshot__r0,syn_0005,,difficult_decision,lex_fewshot,0,gpt-4o-mini,8.0,15.0,51.67845,52.217922,43.67845153808594,37.21792221069336,194,1.1969477749929052
gpt-4o-mini__syn_0005__daily_life_change__liwc_only__r0,syn_0005,,daily_life_change,liwc_only,0,gpt-4o-mini,8.0,15.0,61.177563,56.986496,53.17756271362305,41.98649597167969,193,0.5539931345819578
gpt-4o-mini__syn_0005__daily_life_change__persona_only__r0,syn_0005,,daily_life_change,persona_only,0,gpt-4o-mini,8.0,15.0,64.23203,49.1219,56.232032775878906,34.12189865112305,202,0.8152840651177912
gpt-4o-mini__syn_0005__daily_life_change__persona_liwc__r0,syn_0005,,daily_life_change,persona_liwc,0,gpt-4o-mini,8.0,15.0,62.90413,57.587456,54.90412902832031,42.58745574951172,188,0.7309081484874753
gpt-4o-mini__syn_0005__daily_life_change__lex_fewshot__r0,syn_0005,,daily_life_change,lex_fewshot,0,gpt-4o-mini,8.0,15.0,51.41483,55.555122,43.41482925415039,40.55512237548828,193,0.9635110507180932
gpt-4o-mini__syn_0005__meaningful_relationship__persona_only__r0,syn_0005,,meaningful_relationship,persona_only,0,gpt-4o-mini,8.0,15.0,48.07421,53.24459,40.07421112060547,38.244590759277344,184,1.0865230524678269
gpt-4o-mini__syn_0005__meaningful_relationship__liwc_only__r0,syn_0005,,meaningful_relationship,liwc_only,0,gpt-4o-mini,8.0,15.0,51.051662,53.046642,43.05166244506836,38.0466423034668,188,1.0338132538061997
gpt-4o-mini__syn_0005__meaningful_relationship__persona_liwc__r0,syn_0005,,meaningful_relationship,persona_liwc,0,gpt-4o-mini,8.0,15.0,55.960773,53.139587,47.96077346801758,38.13958740234375,190,1.381943110813927
gpt-4o-mini__syn_0005__childhood_memory__persona_only__r0,syn_0005,,childhood_memory,persona_only,0,gpt-4o-mini,8.0,15.0,71.49914,39.949104,63.49913787841797,24.94910430908203,197,1.2934091757857251
gpt-4o-mini__syn_0005__meaningful_relationship__lex_fewshot__r0,syn_0005,,meaningful_relationship,lex_fewshot,0,gpt-4o-mini,8.0,15.0,64.40581,50.094948,56.40580749511719,35.094947814941406,191,0.9977955294424172
gpt-4o-mini__syn_0005__childhood_memory__liwc_only__r0,syn_0005,,childhood_memory,liwc_only,0,gpt-4o-mini,8.0,15.0,68.7479,54.457104,60.747901916503906,39.45710372924805,187,0.8918872118465943
gpt-4o-mini__syn_0005__childhood_memory__lex_fewshot__r0,syn_0005,,childhood_memory,lex_fewshot,0,gpt-4o-mini,8.0,15.0,68.89212,54.292686,60.892120361328125,39.292686462402344,192,0.6792747282587633
gpt-4o-mini__syn_0005__turning_point__liwc_only__r0,syn_0005,,turning_point,liwc_only,0,gpt-4o-mini,8.0,15.0,59.369476,68.591675,51.369476318359375,53.5916748046875,193,1.9748828096638316
gpt-4o-mini__syn_0005__childhood_memory__persona_liwc__r0,syn_0005,,childhood_memory,persona_liwc,0,gpt-4o-mini,8.0,15.0,69.94648,60.872,61.94647979736328,45.87200164794922,202,0.806941474898035
gpt-4o-mini__syn_0005__turning_point__persona_only__r0,syn_0005,,turning_point,persona_only,0,gpt-4o-mini,8.0,15.0,73.08609,40.79251,65.08609008789062,25.792510986328125,202,0.8406486883990942
gpt-4o-mini__syn_0005__turning_point__lex_fewshot__r0,syn_0005,,turning_point,lex_fewshot,0,gpt-4o-mini,8.0,15.0,53.89949,48.148495,45.89949035644531,33.148494720458984,199,1.1073771546355116
gpt-4o-mini__syn_0005__turning_point__persona_liwc__r0,syn_0005,,turning_point,persona_liwc,0,gpt-4o-mini,8.0,15.0,69.40625,49.775257,61.40625,34.7752571105957,186,0.5427577270800474
deepseek-v3__syn_0006__difficult_decision__persona_only__r0,syn_0006,,difficult_decision,persona_only,0,deepseek-v3,41.0,43.0,50.40926,51.900234,9.409259796142578,8.90023422241211,196,1.8731645487166555
deepseek-v3__syn_0006__memorable_journey__persona_liwc__r0,syn_0006,,memorable_journey,persona_liwc,0,deepseek-v3,41.0,43.0,69.46588,64.233925,28.46588134765625,21.233924865722656,200,3.362013679603538
deepseek-v3__syn_0006__memorable_journey__persona_only__r0,syn_0006,,memorable_journey,persona_only,0,deepseek-v3,41.0,43.0,57.292976,50.073696,16.29297637939453,7.073696136474609,206,1.3912326504778103
deepseek-v3__syn_0006__memorable_journey__lex_fewshot__r0,syn_0006,,memorable_journey,lex_fewshot,0,deepseek-v3,41.0,43.0,61.467915,70.24912,20.467914581298828,27.249122619628906,210,3.5306318548469666
