model_key,steering_condition,liwc_MAE_LIWC,liwc_rho_LIWC,liwc_beta_LIWC,liwc_n_profiles,emb_rho_O,emb_rho_N,emb_n_profiles,bfi_rho_O,bfi_rho_N,bfi_standardized_mae_O,bfi_standardized_mae_N,bfi_MAE_BFI,bfi_slope_O,bfi_slope_N,bfi_n_profiles,boot_id
gpt-4o-mini,persona_only,1.0819053341955993,-0.0024130808026968007,0.010135362131913631,50,0.3943202706289361,-0.0024514528928459797,50,0.8638833163887832,0.8063625250604205,1.4055329457376873,0.4591515874957166,0.9323422666167019,0.2988174381834248,0.4945623049989175,50,1317
deepseek-v3,lex_fewshot,2.8203300545973766,0.6542593890056789,2.3694308203352423,54,0.029867264481209122,-0.20077413412666964,54,-0.159065759999592,0.21145887163721216,0.8559081686396477,0.8088479590030782,0.8323780638213629,-0.04061768003105783,0.12685045684001472,54,51
qwen3-32b,persona_liwc,1.8575341933124507,0.41207325032503056,1.2135693722240042,50,0.39113835974474237,0.09599540226198239,50,0.7521515883451323,0.6039694704742506,0.8373295073328452,0.6109070716159826,0.7241182894744138,0.30701721776282137,0.40199657379927517,50,1036
deepseek-v3,liwc_only,2.758955344199842,0.6850521150788694,2.28698472724178,50,0.12915938618244222,-0.09247250526729203,50,-0.2314886046735263,0.10980590304337175,0.8960120805739483,0.8703634916436058,0.8831877861087771,-0.08460130836035995,0.09348249211631557,50,365
gpt-4o-mini,persona_only,1.0846441811736258,0.059979560601741796,0.028667059850978657,47,0.3675867498237843,-0.07451333416040529,47,0.8741065070368331,0.8411169333591938,1.269106456229844,0.3993429601017524,0.8342247081657982,0.2767539007550924,0.5596696794471762,47,653
deepseek-v3,persona_only,1.3291547141252669,-0.07979210105155006,-0.10179220764271155,53,0.33266765118975133,-0.09833555602102607,53,0.8126830463429313,0.8791910377926552,0.6643201857053948,0.38509382575173645,0.5247070057285657,0.501224364574184,0.8411216821768803,53,1755
qwen3-32b,persona_liwc,1.9428902621781325,0.4308884232646191,1.2239857235307114,51,0.24917358982188692,0.323652623260939,51,0.8101322551292623,0.6864090594830791,0.8427448648096378,0.5695749592783056,0.7061599120439717,0.3293571947024694,0.43671827866204266,51,1935
gpt-4o-mini,persona_liwc,1.3206111653158568,0.44372006287534965,0.6338718436407156,52,0.43806257149781835,0.2087098127310908,52,0.8577050511824804,0.6812675131018477,1.3348454663524048,0.5232963216206372,0.929070893986521,0.29203744442105967,0.5221954229767327,52,1136
gpt-4o-mini,lex_fewshot,1.7163875564970328,0.5951948509268772,1.130552541611518,54,-0.053781909918336944,0.24182448907914947,54,0.05718106929867382,0.24462586610515033,1.1737647932017299,0.7822103523447284,0.9779875727732291,0.00390120627262468,0.15181373787433447,54,309
gpt-4o-mini,lex_fewshot,1.691743396488805,0.5752715963160872,1.1095309986712207,54,0.06611759712130563,0.08370834679844799,54,0.06449462924594504,0.04076144031678951,1.3042577410561322,0.9158704606738057,1.110064100864969,0.00294365177468086,0.02109535104451072,54,383
gpt-4o-mini,liwc_only,1.824712746947415,0.5553339055964833,1.1867339971782012,53,0.1325051093141178,0.2814379166776951,53,-0.21737200273410082,0.19981028314130395,1.3684862403001905,0.8856042259005493,1.12704523310037,-0.03973232513433052,0.0905323986214113,53,1774
qwen3-32b,liwc_only,1.9041283149979278,0.5591304027665085,1.4860946985207808,51,-0.03202284405321556,-0.09400955438878013,51,-0.08392100213435319,0.15337770549091206,0.9594682393469015,0.8636175197641317,0.9115428795555166,-0.010571415581981826,0.0572461999030832,51,1906
qwen3-32b,liwc_only,1.8928065313039528,0.5094831563651662,1.3411661809665094,53,0.05985802572755129,-0.1708650359374743,53,-0.12374570858497314,-0.019910835648676094,0.9809056682646424,0.8968034761821655,0.938854572223404,-0.013934717028955568,-0.003701910047040923,53,210
gpt-4o-mini,liwc_only,1.8682541005973305,0.5802226119669278,1.207454728990649,46,0.25145051915915523,0.2709407092178309,46,-0.07538836904055576,0.19050412207775208,1.1430735780245114,0.8829313865475656,1.0130024822860384,-0.007877627289102036,0.11107054053658559,46,784
qwen3-32b,persona_only,1.1625985191078656,0.00880363112235049,0.012705762914568278,46,-0.06740951880400299,0.4648795758947975,46,0.8358864070003936,0.8352367573322141,0.8855956729317537,0.4267485050652297,0.6561720889984917,0.37427634475111393,0.5361603267135265,46,75
gpt-4o-mini,liwc_only,1.7285332188608828,0.596631613308425,1.2303633035198107,50,0.19153537531969808,0.18291424385076735,50,-0.2411803570422609,0.13884484183056328,1.220193068494171,0.8217308745570634,1.0209619715256173,-0.039169356502403385,0.10524264384380215,50,1846
qwen3-32b,liwc_only,2.102909447492863,0.44733066219066997,1.2766508949568929,49,-0.07193180847463751,-0.25684753156042595,49,-0.031051937961472764,0.039171626376150195,0.9635088326912289,0.8843235596521828,0.9239161961717058,-0.0037483063440214397,0.03265505230723601,49,437
qwen3-32b,lex_fewshot,2.2306585054286363,0.5034209761604982,1.7240409727295551,46,0.17345408938727994,-0.18797832028169512,46,-0.059700580590908804,0.24225214143388277,0.9409902014240256,0.8781187949704667,0.9095544981972461,-0.013458566197654124,0.09710534291696647,46,1917
qwen3-32b,lex_fewshot,2.4731378696779527,0.5174662076274267,1.6962166161725225,52,0.06535251023870142,-0.0840185540127619,52,-0.14706197101898658,0.04656925918909605,0.9556906978557317,0.8934062929102972,0.9245484953830144,-0.0194237804098765,0.0054595404003390845,52,83
qwen3-32b,lex_fewshot,2.5252707812641626,0.5064712851896677,1.7752779825621263,45,0.1997561134496913,-0.0263001825990445,45,0.021905769614775507,0.23940923481535986,0.9250223851997562,0.891883035110259,0.9084527101550076,0.00957386868414714,0.10316981562521407,45,1336
qwen3-32b,persona_only,1.1992788692376437,0.0875557373006536,0.1176729737865051,46,0.10812481508609414,0.2778412771219155,46,0.8432946663709969,0.758250268515348,0.9482522113429512,0.5435377939841383,0.7458950026635447,0.3972197743136432,0.4939267883675511,46,1587
qwen3-32b,lex_fewshot,2.3663068245115775,0.5399194173159441,1.6589762763231457,48,0.10387357067616675,-0.2030630895133291,48,-0.06172671708990372,0.3201227911877016,1.0486208825441867,0.8365308707828525,0.9425758766635196,-0.004367428709528624,0.14872879297659836,48,623
deepseek-v3,persona_liwc,2.4177756328773006,0.6094442985242132,1.9056066720931992,56,0.3273082609337807,-0.006906928234436422,56,0.7279274514183628,0.7952160053756296,0.5809955887417138,0.4482681160097723,0.514631852375743,0.4189987313956487,0.7028651257050059,56,327
gpt-4o-mini,lex_fewshot,1.7407697227983399,0.5955989219350212,1.0635722852773615,46,0.014375618319976203,0.14937069507580425,46,-0.14551296704118244,0.16388383082401756,1.1712182319779845,0.8089775632687964,0.9900978976233905,-0.017155544173157417,0.10408794630995113,46,1117
gpt-4o-mini,persona_liwc,1.2994449349150952,0.44024486047938033,0.7147491698364734,49,0.3876666086730316,0.23445638582993233,49,0.8032628285862197,0.5938154341026021,1.3612805433777488,0.5306077316733359,0.9459441375255424,0.29794763411960845,0.4984250513528265,49,216
deepseek-v3,liwc_only,2.593028950990585,0.7125019848974171,2.4447767272591157,50,0.18207150049201298,-0.22609699207078832,50,-0.3548922106610877,0.16284376694197172,0.9012323829285286,0.8386753780503041,0.8699538804894164,-0.09487972551043122,0.1217508590238217,50,1846
deepseek-v3,persona_liwc,2.565143759225033,0.6197059163066718,1.8977271621451668,51,0.2773300441343412,0.035491979835274204,51,0.8676528196210423,0.8366649793046043,0.5729214131739061,0.36812812840762293,0.4705247707907645,0.45250868748316325,0.777250682367676,51,1471
deepseek-v3,persona_only,1.2957826293124328,-0.06981446765964777,-0.08018643712559625,52,0.25095622096021486,-0.10220382310947675,52,0.8195595207859429,0.8692976663657728,0.6258591896060274,0.3977906293724288,0.5118249094892281,0.5680850905893736,0.7973604484755563,52,723
qwen3-32b,persona_only,1.1370473250445328,0.07580969616547549,0.09514891483661178,53,-0.0008472184991731074,0.18002466131138553,53,0.8805319859851612,0.7306326040920377,0.8748687270534607,0.4892385560352794,0.6820536415443701,0.4245907758102232,0.5350483767440829,53,1938
gpt-4o-mini,persona_liwc,1.2575125122395068,0.49379032545374857,0.7583652132186314,56,0.30887335230561186,0.10059668535678515,56,0.7521506520882322,0.6139414881265562,1.313062705089026,0.5373949110732139,0.92522880808112,0.2557597049342695,0.48188803781010187,56,1757
qwen3-32b,persona_only,1.14037049503825,0.061398459910597725,0.0874047558044603,52,0.1280967254484256,0.34589434143401626,52,0.8063627158215538,0.8535887185902676,0.8324842282036261,0.43050328201360116,0.6314937551086136,0.3954026550897709,0.5715696064329604,52,1614
gpt-4o-mini,lex_fewshot,1.7890942969763977,0.585738759302948,1.3741224623121362,51,-0.03350235916367546,0.1250452919055022,51,-0.14703352051533497,0.21740115242127392,1.3345855892390357,0.8398909233163157,1.0872382562776757,-0.02905769717795671,0.10793443025131062,51,1017
gpt-4o-mini,lex_fewshot,1.7462593202599401,0.6020882832332369,1.159361202782122,50,-0.11342613764371871,0.12319521741475324,50,-0.142121605489053,0.046147190788940425,1.4564419850176458,0.8468372895418265,1.1516396372797362,-0.021924161767767743,0.035571972451356716,50,1377
qwen3-32b,liwc_only,1.8837687372133036,0.5188553237394735,1.2339091141478402,53,-0.05385562906122797,0.05494373509828376,53,-0.1420521482370512,0.051123757557425105,0.9095653269063867,0.9087295736528482,0.9091474502796175,-0.01177532633280451,0.033308230312586444,53,1408
gpt-4o-mini,lex_fewshot,1.6211786725465942,0.6003376504557137,1.0298581547187522,48,0.08727768165329332,0.09429147970043494,48,-0.05647552763633705,0.14644682465539052,1.2966275527419036,0.9354176535028321,1.116022603122368,-0.013242267590603315,0.07150148746985487,48,99
deepseek-v3,lex_fewshot,3.04286881438012,0.6222503283042494,2.2645702309668017,56,0.08992222378656022,-0.16777790832363923,56,-0.09319671099639898,0.1455829395072392,0.8420083730727712,0.882403273272017,0.8622058231723941,-0.02982623149789915,0.09379752221173987,56,154
qwen3-32b,persona_only,1.1595117387865885,0.04288292231795805,0.03084022509580246,47,-0.05601205402292818,0.34514693012282677,47,0.8457819593752821,0.811680683087579,0.9138065906996421,0.44267935068328496,0.6782429706914636,0.401248159734057,0.5710051425617005,47,598
deepseek-v3,lex_fewshot,2.7462733338599867,0.6278365230581433,2.4051142393231726,52,-0.13659080395381773,-0.15893901346288103,52,-0.19250571827126103,0.1968768154437072,0.8279270621534348,0.8562067936845582,0.8420669279189965,-0.05283011008388006,0.14262998351877662,52,1878
gpt-4o-mini,liwc_only,1.8719352564957326,0.5746971528700512,1.3379916654667385,55,0.2718675055590651,0.2797076888450152,55,-0.06680878896702201,0.20254901305650652,1.2078266384411842,0.852302548916261,1.0300645936787225,-0.006456506881899268,0.10045720328246102,55,911
deepseek-v3,persona_only,1.3035432795315005,-0.10268085883168783,-0.11663996773176673,49,0.35707909874286403,-0.10311384702296174,49,0.7805550797130316,0.8943928143881352,0.6440968171219771,0.34833682450194414,0.4962168208119606,0.5020223123978316,0.8770924396587787,49,644
gpt-4o-mini,persona_liwc,1.267610942600329,0.45541356045787507,0.7751905401080263,52,0.1302462998942914,0.19886815906140282,52,0.7061362798929383,0.6793420432582429,1.4287634350690248,0.5618327933046209,0.9952981141868229,0.2374307048389518,0.4811607649884449,52,843
deepseek-v3,lex_fewshot,2.7752379090019503,0.6230178933930927,2.2646609797446335,51,-0.03785718642024845,-0.02702825462258682,51,-0.16514905497016952,0.322064997536521,0.8511481268398956,0.742167281321164,0.7966577040805298,-0.034172783978641263,0.2109071025886937,51,1033
gpt-4o-mini,lex_fewshot,1.719210658807271,0.5795533801099347,1.0416420643766076,48,0.0065734102192545095,0.08725871545941409,48,-0.02725121876110007,0.09373132706828183,1.2692226354024592,0.8749728844474532,1.0720977599249562,-0.004889123945078831,0.05228796093699631,48,737
gpt-4o-mini,liwc_only,1.7757389329430393,0.5686035989628204,1.0975037967633452,50,0.15621331525012536,0.21933470860223728,50,-0.10923884274370997,-0.00713496379871512,1.4249551687481303,0.9050429003340085,1.1649990345410695,-0.013353106474712354,0.018223967605931493,50,1722
gpt-4o-mini,persona_only,1.07456935061795,0.003782997051647904,0.0069103416035760055,53,0.275635386501682,0.01314993525156274,53,0.8615959169274554,0.8359630423228743,1.3199065077211833,0.454538296046052,0.8872224018836177,0.3087131129424169,0.5110041001544432,53,1204
qwen3-32b,liwc_only,1.9641387301623763,0.4893071998602314,1.338743446891518,53,0.1616170146517842,-0.04369579657939855,53,0.012361641105299654,0.01468897166377798,0.9424470678654074,0.9359335839261405,0.9391903258957739,0.010397325267591889,0.020080839590151178,53,467
gpt-4o-mini,liwc_only,1.811927950192529,0.560860016419779,1.0186088593320808,54,0.18043110343500923,0.15505473918815224,54,-0.10480007682035317,0.05342870776511503,1.2646064341525474,0.883955315475509,1.0742808748140282,-0.016892062955295134,0.03866738812085161,54,1830
deepseek-v3,persona_liwc,2.5132154275473435,0.6545504397948858,1.9102448146347966,48,0.17051447889826965,-0.15363730197671505,48,0.7284756587718269,0.7998153272010363,0.6345706662887235,0.447808641662032,0.5411896539753778,0.39817748201966363,0.6626971864745866,48,627
deepseek-v3,persona_liwc,2.5326714654459708,0.5888381220550254,1.964221705293144,50,0.23490694927485514,0.05121061201173769,50,0.8249429828213737,0.8452020722168995,0.5527739380413784,0.3898623181635843,0.47131812810248136,0.46017215645226706,0.7812549087684051,50,749
qwen3-32b,persona_only,1.1738060455325217,0.10656723324829309,0.08829152267573698,54,0.03750192196033862,0.4311183634068467,54,0.862022976738524,0.8078786722624953,0.83427645276109,0.43473457937216037,0.6345055160666252,0.4257723209203693,0.5591938318587037,54,758
gpt-4o-mini,persona_liwc,1.2101387558250598,0.45635054035710365,0.6722167409330981,52,0.33512097013546477,0.10734501829579027,52,0.771525824856582,0.5629072945879152,1.3377608415772486,0.5713014910237633,0.9545311663005059,0.27067820614673743,0.451561111541956,52,835
qwen3-32b,lex_fewshot,2.4587952906511004,0.5729707041910804,1.5988690092522004,49,0.0652229804660991,-0.22887049969894446,49,-0.10043712803378527,0.1031048988356448,0.9253900330866028,0.9140876432152794,0.919738838150941,-0.0076362417699890545,0.05213000483432823,49,1514
gpt-4o-mini,liwc_only,1.8232042374730073,0.5882956311116552,1.2464433778010395,53,0.20234785260865734,0.14742065743301044,53,-0.05487583645234957,0.11605810050722914,1.307636295037538,0.9040698222464663,1.1058530586420021,-0.011251974044773141,0.06031320738268285,53,16
qwen3-32b,liwc_only,1.9316706929879475,0.4409531030527154,1.5308249686141957,50,0.08592800125252,0.025320108604636998,50,-0.28208401456555754,0.09840202194057741,1.0334607296223046,0.8787585676807009,0.9561096486515028,-0.045042220013986146,0.05147238802630015,50,1660
qwen3-32b,lex_fewshot,2.381162215181749,0.5591240803914054,1.6432685726163636,55,0.19959925376855647,-0.10717379199470514,55,-0.2276483094577122,-0.035682700169626436,0.9549249835900684,0.9892966520745661,0.9721108178323172,-0.025746155661664334,-0.04460965731217681,55,571
deepseek-v3,persona_liwc,2.661402416450755,0.5672097389947028,1.8329864132876617,45,0.32986164055485345,-0.0444971925046964,45,0.7794045118096253,0.8034290111193522,0.543052689983356,0.45348711148621973,0.49826990073478783,0.47140567118801746,0.6670317108434726,45,1279
deepseek-v3,lex_fewshot,2.853012310662544,0.6259106287783132,2.132478822691737,48,-0.1467665849618569,-0.16740451528144476,48,-0.1510863661053775,0.14506888236959128,0.8131313717398058,0.8552762696574828,0.8342038206986443,-0.046616847300819476,0.07986255468850724,48,811
deepseek-v3,persona_liwc,2.7232050308724136,0.6680284038122499,2.002608608992034,50,0.2818283363421499,-0.11244326508307466,50,0.781343292659468,0.8058206602937985,0.5691988444826119,0.43134755195997676,0.5002731982212943,0.4281299844321147,0.7005724485020808,50,1808
gpt-4o-mini,persona_liwc,1.236589264404805,0.49512910296019297,0.756781144068032,52,0.26094576284471394,0.10255864733837913,52,0.7349402781441275,0.6890982957819136,1.2945299990734371,0.5309968078271393,0.9127634034502883,0.2368936543320516,0.4949835718900252,52,1418
qwen3-32b,lex_fewshot,2.37464459219601,0.5421515463779373,1.7815974995541963,51,0.12927488104435397,-0.12088013373920739,51,-0.125688892129949,0.169591312679172,0.8793264542688213,0.8477834195844351,0.8635549369266282,-0.024049731066370282,0.09465656976050094,51,878
qwen3-32b,liwc_only,1.7959968352165891,0.5223198194366975,1.507264492334429,53,0.018393403302051057,-0.14631688061025763,53,0.027471086982623204,-0.07182331637909294,0.851341372224105,0.9910622053047803,0.9212017887644426,0.003059752850316904,-0.022953773914027545,53,237
deepseek-v3,liwc_only,2.8945424680602256,0.721027799370255,2.210330476409786,53,0.0843001932706474,-0.20922496256083073,53,-0.22779774942849182,0.04750091152569556,0.8785502607930805,0.9314078818719786,0.9049790713325296,-0.05062054767803881,0.024840008091173257,53,1308
qwen3-32b,persona_liwc,1.7308344295913518,0.48961335905992553,1.2324829461303377,46,0.42984551202890736,0.15221349771015105,46,0.8051792584909335,0.664486083326374,0.7622344826214302,0.6720910552806374,0.7171627689510338,0.3912277169356228,0.3918602067057845,46,235
deepseek-v3,lex_fewshot,2.9513327512866567,0.6422302499112313,2.120156913568053,47,-0.06710245601941969,-0.03974545207491148,47,0.014759079734150174,-0.07414801676527571,0.83965080367262,0.9544586480113297,0.8970547258419749,0.0021093544376570316,-0.03756106494615533,47,1132
deepseek-v3,persona_liwc,2.657956035257083,0.629246113442307,2.038913700214968,50,0.2692493672902831,-0.05411902669918934,50,0.8001107633361982,0.8441678265039083,0.5838532571061139,0.3731496139794705,0.47850143554279223,0.44263317479613246,0.7711919031490904,50,1414
qwen3-32b,liwc_only,1.9451182971274732,0.48852044382574994,1.231309838585685,49,-0.06505312628594276,-0.21986271312158903,49,-0.0842742581014908,-0.023794935416040636,0.9179520669737602,0.9756258816185914,0.9467889742961758,-0.00829280471315292,-0.00232750018014357,49,148
deepseek-v3,lex_fewshot,2.8745068500429105,0.6315239276146197,2.431491356367986,53,0.03546930620463397,-0.17545984630380604,53,-0.2019826801502513,0.14519415692360071,0.8874151828189317,0.802919390016262,0.8451672864175969,-0.04611167611569862,0.09788432843932332,53,801
qwen3-32b,lex_fewshot,2.3012484271476574,0.5501864895582217,1.8379916725576337,48,0.05865740980770281,-0.2877237277739966,48,-0.014298530264599627,0.2023628609073437,0.8773022281479425,0.887363380848187,0.8823328044980647,-0.0037860662086025227,0.07226215599611253,48,339
gpt-4o-mini,lex_fewshot,1.8490940103349702,0.5928083842445198,0.9777630942909163,52,-0.04551771728089327,-0.03055034677380369,52,-0.16845978665237554,0.19540503123659508,1.3168085705115595,0.8373218965472089,1.0770652335293842,-0.033571119040683176,0.12233841529539911,52,542
qwen3-32b,persona_liwc,2.009551500278011,0.4386066347374096,1.2310569890648049,55,0.2423597675804275,0.14284430760436354,55,0.8230557547887994,0.6718613589446892,0.8169661119726949,0.5816090554338496,0.6992875837032722,0.3763202354058356,0.4471549892327517,55,441
gpt-4o-mini,persona_liwc,1.2952441665530356,0.4905726324638482,0.6692852729919376,49,0.3132199403151043,-0.0525509669792765,49,0.8256272945946272,0.5700015931508221,1.368632057064042,0.5598461031564517,0.9642390801102468,0.2466970498370427,0.43002203186906646,49,1195
qwen3-32b,lex_fewshot,2.288671671628877,0.5392160961628056,1.5855124261366058,58,0.11933088223307015,-0.012463265219797173,58,-0.2040348393289777,0.11562731051660292,0.9530151574831913,0.9126713856624812,0.9328432715728363,-0.03572652728422114,0.04315962389924293,58,512
qwen3-32b,lex_fewshot,2.353675660856493,0.5492628997988083,1.6787957923720396,49,0.04076944498199314,-0.23697240322162724,49,-0.11302368466740585,0.23070247210309833,0.8769434631757205,0.8448321612756248,0.8608878122256727,-0.021549940913952625,0.08468804267719006,49,1110
gpt-4o-mini,persona_only,1.069941524318568,0.04057123476479646,0.030070706314686092,51,0.2485740408618979,-0.020689501864631303,51,0.7819865608662112,0.852235159074175,1.3130038854736183,0.4435239213311434,0.8782639034023809,0.26052958882397964,0.511363940830082,51,1920
gpt-4o-mini,persona_liwc,1.2768787998360838,0.5039908358422553,0.8041345392492301,49,0.4381066093562736,0.1264098025332518,49,0.7026331829673563,0.6777363727383673,1.2869113187941725,0.5396123173963202,0.9132618180952463,0.2886970482002387,0.5152606118059775,49,993
qwen3-32b,lex_fewshot,2.5922491329710153,0.5516622546266805,1.5016144880319686,49,0.19098731990664944,-0.0690306793557284,49,-0.06636828957065756,0.26600447450427495,0.8943655448008208,0.8512700186043075,0.8728177817025642,0.006926589652839971,0.12397586543748317,49,729
gpt-4o-mini,lex_fewshot,1.6669110360724164,0.5838506780155942,1.0193916804849072,49,-0.06791086913341729,-0.10347117223541756,49,-0.011961050387066137,0.11557416821520462,1.1636475437533869,0.9339923380920091,1.048819940922698,-0.0050179741281179,0.07424865990283915,49,1533
gpt-4o-mini,persona_liwc,1.2419863174952368,0.44821555658020706,0.7739197077559687,48,0.3159439122633175,0.09418284896345287,48,0.680912931755566,0.5107845750315912,1.3171897993939252,0.5643136855020832,0.9407517424480042,0.275657622577974,0.4285086236116445,48,1941
gpt-4o-mini,persona_liwc,1.1888996115693675,0.45934640874876786,0.7554018454282727,50,0.2288789356535911,0.14319683888376464,50,0.7321638935731556,0.6471422067117862,1.27616784214543,0.5696243973957603,0.9228961197705952,0.22149677090105369,0.47423087275489156,50,1797
deepseek-v3,persona_liwc,2.5017295296981152,0.5979438754982165,1.8076551826061569,53,0.2679119486622922,-0.0872915157365305,53,0.7961181304466372,0.804426359702151,0.5125796856971493,0.40869260980328453,0.4606361477502169,0.4307477669790606,0.7048080895826047,53,1112
deepseek-v3,lex_fewshot,2.9930407263849714,0.6105134093054525,2.402032039365621,52,-0.13555414692490683,-0.080193013912492,52,-0.2518697437733046,0.18085719880150392,0.8551423356850221,0.8465483850680444,0.8508453603765332,-0.05943381034957289,0.12269883765640244,52,1531
gpt-4o-mini,liwc_only,1.8933925729058112,0.5913914459882912,1.1356849045676949,54,0.21890853964999354,0.031011012241169412,54,-0.16607187840520354,-0.05053607984493274,1.3228422887670088,0.9473037787188099,1.1350730337429094,-0.02222033716399882,-0.024448741471253373,54,534
qwen3-32b,persona_liwc,1.8373624785660467,0.40477674380280937,1.557487607295442,48,0.2334438981147953,0.1673004286025395,48,0.7648483134223001,0.5069818590387433,0.8293083463848936,0.6158781894695645,0.7225932679272291,0.3448500134798962,0.3682239407500247,48,280
qwen3-32b,lex_fewshot,2.3846585100005804,0.5508670248638541,1.7690321541611878,46,0.143337822951369,-0.1750293635601036,46,-0.16307543548512915,-0.014352296799637395,0.8969021930046828,0.9396931197079381,0.9182976563563104,-0.02003923447475229,-0.01516285684821436,46,358
deepseek-v3,lex_fewshot,3.1274887938813833,0.6672913916247725,2.088566027111346,50,0.013311231737450604,-0.04102022361620993,50,-0.05256706474688178,0.10541488492768943,0.8620250129469957,0.8493793290151831,0.8557021709810895,-0.014324061613953455,0.06235850163575245,50,767
qwen3-32b,persona_only,1.1442744150258772,0.11992906831692005,0.12123029576938174,50,-0.07129474759827582,0.2703689722345776,50,0.8406162956372761,0.7689128144995746,0.8067283652603029,0.4448365783580224,0.6257824718091627,0.37405493646852356,0.5623369302408349,50,1268
gpt-4o-mini,liwc_only,1.9170891906623142,0.5608939409082172,1.1270899057524169,51,0.22432027984121725,0.11745797454746015,51,-0.09057733872911132,0.07581489273454135,1.3199592510382343,0.8888697220650998,1.1044144865516672,-0.012632308989964924,0.05247487815314833,51,1818
deepseek-v3,persona_only,1.2661057192065948,-0.03848708241362633,-0.04616343970536392,49,0.4221685842615866,-0.20906494188801072,49,0.8397285520967276,0.8860265021908973,0.6409942366048277,0.36543845822910737,0.5032163474169675,0.5695193213494723,0.8339676539611596,49,82
deepseek-v3,persona_only,1.328494946630645,-0.10382023157669867,-0.09033484115974602,53,0.2788437184145485,-0.18364469563028502,53,0.8379105129145888,0.8761048239213964,0.6500835915198978,0.4362981049800095,0.5431908482499537,0.5518094526613362,0.8344836387706631,53,1834
deepseek-v3,lex_fewshot,3.055451437470579,0.6322342314823354,2.058099363328945,47,-0.2075172270797455,-0.08953670697444732,47,-0.24868997526391418,0.2585478777732543,0.8580965009457806,0.7874650555704698,0.8227807782581251,-0.05753957589052253,0.1584921185974804,47,1543
gpt-4o-mini,lex_fewshot,1.628105021837272,0.5690701871202827,1.0549805041847944,50,0.16827643036960716,0.05319047741503662,50,0.08517494488283359,0.09013556482543063,1.2130383664472928,0.8825032054023568,1.0477707859248249,0.013192053336301959,0.07374398068998032,50,925
deepseek-v3,persona_liwc,2.659980861916668,0.6503101329417466,1.9190072046281883,50,0.37160705705705077,0.04939221500342452,50,0.7740586888937139,0.768988684401744,0.5649417234054271,0.4151014537023709,0.490021588553899,0.39214186549772095,0.6581353420181861,50,1599
deepseek-v3,persona_only,1.2269167640495888,-0.05210612758681001,-0.08458213223033594,52,0.35307697245135977,-0.11769228353547902,52,0.7310528155272722,0.9113940282594271,0.6535792044134962,0.36546007384709756,0.5095196391302969,0.48548296959429166,0.880646067514156,52,831
deepseek-v3,lex_fewshot,2.869612836205723,0.6261649256693193,2.5270259845772367,46,0.07028262221655662,0.1119304136919028,46,-0.024018276163342053,0.1801154175410865,0.8409904164910619,0.8638532313049805,0.8524218238980212,-0.014804063227581606,0.11159491737839414,46,1443
deepseek-v3,persona_only,1.3518774232383737,-0.1016136142996335,-0.146215753483178,49,0.30809706572512824,-0.09479085364551378,49,0.8643377753957517,0.888500234424858,0.6396296490631075,0.38896012073437913,0.5142948848987433,0.5451142173014917,0.890614806271038,49,1685
deepseek-v3,persona_only,1.2869273054334784,0.041501352400020654,0.03326503542345588,52,0.27052678952820036,-0.12426074040753554,52,0.8087718227043672,0.9000790362543185,0.6642582655381041,0.37386919471898616,0.5190637301285451,0.5235059160419419,0.8843405826668819,52,1552
gpt-4o-mini,persona_liwc,1.2112236258193378,0.4687706354425419,0.7262748132897878,52,0.3504703018098447,0.11799625264590359,52,0.7044805417464962,0.6079683833791071,1.4163053314947978,0.5339516941155212,0.9751285128051594,0.2693319095483651,0.4860729503162092,52,423
gpt-4o-mini,persona_only,1.0450009316266937,0.07106451972557946,0.056615881132432974,58,0.24292425481277644,-0.011448092355212273,58,0.7953803571286365,0.7958197513067679,1.2842696661579394,0.4878799468210494,0.8860748064894943,0.239809030113851,0.47734081769565906,58,614
deepseek-v3,persona_only,1.2534656702263136,-0.025191948856576156,-0.07303954041373997,47,0.1710979836333946,-0.17108312385335933,47,0.8606778804229307,0.8904161851106325,0.6355749081469018,0.36257523158841093,0.4990750698676564,0.5360578570777798,0.8980247784052479,47,1442
deepseek-v3,persona_only,1.293409847901342,-0.00135664435175034,0.020666452923628967,49,0.2578735405592239,-0.1798877212420382,49,0.8379585965283174,0.8719709955875006,0.6369805076582751,0.3991415404728213,0.5180610240655482,0.5218753807906982,0.8451884619261535,49,1145
qwen3-32b,lex_fewshot,2.441734441274946,0.514450641975788,1.9499312206244444,52,0.07285861737129662,-0.16881678441041786,52,-0.17116504344528152,0.10807290189598905,0.9620926229599689,0.8800761486869206,0.9210843858234448,-0.02675340574571569,0.06587778696471916,52,852
deepseek-v3,liwc_only,2.745327972613472,0.6882504443254911,2.272942777656189,53,0.3325669252204488,-0.1728136255278263,53,-0.0678951298905112,-0.012019279659623738,0.8241272162226815,0.9065922582994114,0.8653597372610464,-0.023233889221057853,0.01087488734871581,53,180
deepseek-v3,persona_only,1.240935269013094,-0.026395403877969906,-0.03152637995047958,51,0.5323885834083945,-0.34266318405044494,51,0.816223470557269,0.860848762326187,0.6089110634034746,0.4035664502493786,0.5062387568264266,0.585841398059435,0.8186865894515618,51,160
deepseek-v3,persona_only,1.2385539821106175,-0.06029988794626188,-0.016954477887261933,48,0.13112086304004145,-0.13151537921102424,48,0.7920244345727736,0.8724220175261171,0.6884048220515583,0.3974535223203723,0.5429291721859653,0.5251509177567679,0.8203630546832279,48,1737
